object,size,distance,transect,Effort,ele,veg_height,person,lat,lon
1529,1,1.7,TR113,1842.2,224.664734,S,JB,-54.64909798,158.839147
1423,1,0.6,TR108,994.42,110.728157,S,JB,-54.642126,158.880795
1424,1,1.4,TR108,994.42,110.731659,S,JB,-54.64214101,158.880745
1421,1,0.4,TR108,994.42,110.290581,S,JB,-54.64211896,158.880812
1422,1,0.2,TR108,994.42,110.728157,S,JB,-54.642125,158.880808
1427,1,1.1,TR108,994.42,149.570862,S,JB,-54.64228299,158.878972
1428,1,5,TR108,994.42,183.659027,S,JB,-54.64283704,158.875994
1425,1,2.3,TR108,994.42,131.295273,S,JB,-54.642197,158.879815
1426,1,0,TR108,994.42,137.767471,S,JB,-54.64222902,158.879552
1415,1,0.8,TR107,3429.5,210.112366,S,JB,-54.62105297,158.874669
1416,1,1.2,TR107,3429.5,203.252151,S,JB,-54.62130301,158.875191
1413,1,1.8,TR107,3429.5,210.102249,S,JB,-54.62105398,158.874641
1414,1,1.2,TR107,3429.5,210.112366,S,JB,-54.62105901,158.874656
1419,1,0.3,TR108,994.42,87.336021,S,JB,-54.64190497,158.882394
1420,1,1.3,TR108,994.42,88.022285,S,JB,-54.64194202,158.882324
1417,1,2.4,TR107,3429.5,144.587387,S,JB,-54.623904,158.881721
1418,1,2.1,TR108,994.42,95.560455,S,JB,-54.64187102,158.88423
1439,1,4.7,TR109,702.69,232.135391,S,JB,-54.64073201,158.863318
1440,1,2.3,TR109,702.69,232.803879,S,JB,-54.64070602,158.863323
1437,1,2.2,TR109,702.69,230.690781,S,JB,-54.64071298,158.86336
1438,1,2.3,TR109,702.69,230.690918,S,JB,-54.64072203,158.863333
1443,1,0.7,TR109,702.69,231.658905,S,JB,-54.64068599,158.863349
1444,1,0.2,TR109,702.69,231.658905,S,JB,-54.64068599,158.863358
1441,1,1.9,TR109,702.69,232.804932,S,JB,-54.64069102,158.863325
1442,1,1.9,TR109,702.69,231.65863,S,JB,-54.64069102,158.863326
1431,1,2.4,TR109,702.69,230.42334,S,JB,-54.64073301,158.863422
1432,1,4.1,TR109,702.69,229.888428,S,JB,-54.64069596,158.863461
1429,1,2.4,TR108,994.42,230.245071,S,JB,-54.64305396,158.872029
1430,1,4.5,TR109,702.69,243.717499,S,JB,-54.64164999,158.867192
1435,1,0.4,TR109,702.69,231.160126,S,JB,-54.64071499,158.863387
1436,1,0.5,TR109,702.69,230.690155,S,JB,-54.640702,158.863362
1433,1,1.1,TR109,702.69,230.032288,S,JB,-54.64072103,158.863409
1434,1,0,TR109,702.69,230.835251,S,JB,-54.64071801,158.863393
1455,1,0.2,TR109,702.69,232.746094,S,JB,-54.64052397,158.8629
1456,1,1.4,TR109,702.69,232.746094,S,JB,-54.64052598,158.862899
1453,1,0.2,TR109,702.69,231.630737,S,JB,-54.64053897,158.862921
1454,1,2,TR109,702.69,232.227982,S,JB,-54.64053897,158.862909
1459,1,2.6,TR110,719.73,221.170319,S,JB,-54.64135797,158.851525
1460,1,2.5,TR110,719.73,221.172562,S,JB,-54.641364,158.851498
1457,1,0.3,TR110,719.73,218.978851,S,JB,-54.640256,158.85864
1458,1,1.5,TR110,719.73,221.167068,S,JB,-54.64135,158.851518
1447,1,0.8,TR109,702.69,230.757385,S,JB,-54.64067501,158.863324
1448,1,0.8,TR109,702.69,230.759552,S,JB,-54.640674,158.863319
1445,1,0.7,TR109,702.69,231.658905,S,JB,-54.64068096,158.863354
1446,1,0.1,TR109,702.69,230.75708,S,JB,-54.64069303,158.863338
1451,1,1.3,TR109,702.69,231.633224,S,JB,-54.64056998,158.862954
1452,1,1.2,TR109,702.69,231.633224,S,JB,-54.64057099,158.862941
1449,1,0.7,TR109,702.69,230.759552,S,JB,-54.64068004,158.863324
1450,1,1,TR109,702.69,231.322922,S,JB,-54.64062204,158.863094
1471,1,2,TR111,338.38,226.220657,S,JB,-54.64880303,158.864957
1472,1,1.5,TR111,338.38,230.309769,S,JB,-54.64923101,158.865041
1469,1,0.1,TR111,338.38,226.214233,S,JB,-54.64868501,158.864986
1470,1,1.1,TR111,338.38,226.214233,S,JB,-54.64868803,158.864975
1475,1,2.3,TR111,338.38,230.317902,S,JB,-54.64927702,158.865008
1476,1,2.1,TR111,338.38,229.031998,S,JB,-54.64926001,158.865067
1473,1,1.2,TR111,338.38,230.314575,S,JB,-54.64926101,158.865028
1474,1,0.6,TR111,338.38,230.31546,S,JB,-54.64926797,158.865038
1463,1,2.2,TR110,719.73,221.195145,S,JB,-54.64138504,158.85142
1464,1,1.1,TR110,719.73,220.727356,S,JB,-54.641393,158.851403
1461,1,2,TR110,719.73,221.180283,S,JB,-54.64135998,158.851466
1462,1,1.2,TR110,719.73,221.186722,S,JB,-54.641378,158.851433
1468,1,1,TR111,338.38,226.213699,S,JB,-54.64868098,158.864962
1465,1,2.1,TR110,719.73,220.727356,S,JB,-54.641392,158.851404
1466,1,1.3,TR110,719.73,220.727356,S,JB,-54.64138999,158.851401
1103,1,1.6,TR084,1632,148.636292,S,PP,-54.67096,158.866133
1104,1,1.6,TR084,1632,150.137894,S,PP,-54.67096101,158.866149
1101,1,2.9,TR084,1632,160.342499,S,PP,-54.67105597,158.866055
1102,1,0.1,TR084,1632,148.904114,S,PP,-54.67097098,158.866122
1107,1,0.8,TR084,1632,146.444824,S,PP,-54.67092404,158.866117
1108,1,3.6,TR084,1632,138.564743,S,PP,-54.67075699,158.866191
1105,1,0.2,TR084,1632,152.334534,S,PP,-54.67094097,158.866122
1106,1,1,TR084,1632,151.244339,S,PP,-54.670931,158.866124
1095,1,1.3,TR084,1632,211.122696,S,PP,-54.67687997,158.86303
1096,1,1.5,TR084,1632,216.098206,S,PP,-54.67686396,158.863031
1093,1,0.3,TR084,1632,212.973373,S,PP,-54.67699598,158.863051
1094,1,2.6,TR084,1632,212.124039,S,PP,-54.67690302,158.863023
1097,1,1,TR084,1632,215.744156,S,PP,-54.67619299,158.863106
1098,1,1.8,TR084,1632,214.985504,S,PP,-54.67615996,158.863134
1119,1,2.4,TR084,1632,137.717926,S,PP,-54.67057703,158.866334
1120,1,4,TR084,1632,133.825775,S,PP,-54.67058499,158.866412
1117,1,1,TR084,1632,133.613495,S,PP,-54.670586,158.866359
1118,1,1.2,TR084,1632,129.261734,S,PP,-54.67058298,158.866334
1123,1,0.3,TR084,1632,132.368362,S,PP,-54.67057804,158.866358
1124,1,1.2,TR084,1632,130.223221,S,PP,-54.67055004,158.866357
1121,1,3.2,TR084,1632,132.45459,S,PP,-54.67059396,158.866403
1122,1,0,TR084,1632,132.368362,S,PP,-54.67057804,158.866358
1111,1,2.5,TR084,1632,141.08638,S,PP,-54.67076696,158.866243
1112,1,1.5,TR084,1632,138.675079,S,PP,-54.67073,158.866259
1109,1,0.8,TR084,1632,143.938995,S,PP,-54.67075104,158.866244
1110,1,0.5,TR084,1632,140.333374,S,PP,-54.67076202,158.866245
1115,1,1.2,TR084,1632,136.772934,S,PP,-54.67060603,158.866343
1116,1,0.4,TR084,1632,138.130585,S,PP,-54.67059698,158.866331
1113,1,2.3,TR084,1632,137.416733,S,PP,-54.67072598,158.866277
1114,1,0.1,TR084,1632,130.416656,S,PP,-54.67060704,158.86634
1125,1,0.3,TR084,1632,121.505707,S,PP,-54.67036002,158.866574
1126,1,0.5,TR084,1632,119.458755,S,PP,-54.67030697,158.866619
1151,1,2.2,TR093,317.72,280.56543,S,JB,-54.59953898,158.855044
1152,1,2.4,TR093,317.72,280.658722,S,JB,-54.59953696,158.855054
1150,1,0.8,TR093,317.72,279.411591,S,JB,-54.59954602,158.855034
1155,1,1.2,TR095,324.78,296.535614,S,JB,-54.605497,158.858989
1156,1,1.1,TR095,324.78,296.526581,S,JB,-54.60550002,158.858999
1153,1,2,TR093,317.72,280.582611,S,JB,-54.59954501,158.855047
1154,1,0.9,TR095,324.78,296.544128,S,JB,-54.60551301,158.858997
1143,1,0.2,TR093,317.72,280.499786,S,JB,-54.59955499,158.854991
1144,1,0.7,TR093,317.72,280.486786,S,JB,-54.59955398,158.854979
1142,1,0,TR093,317.72,280.499786,S,JB,-54.59955499,158.854991
1147,1,0,TR093,317.72,280.486786,S,JB,-54.59955197,158.854997
1148,1,1.6,TR093,317.72,280.486786,S,JB,-54.59955901,158.855006
1145,1,1,TR093,317.72,280.486786,S,JB,-54.59955599,158.854981
1146,1,0.4,TR093,317.72,280.486786,S,JB,-54.59955197,158.854997
1037,1,2.3,TR083,179.76,186.308517,S,PP,-54.68313597,158.863925
1038,1,4.4,TR083,179.76,187.388947,S,PP,-54.68311401,158.863923
1043,1,4.5,TR083,179.76,197.706024,S,PP,-54.68303204,158.863559
1044,1,0.5,TR083,179.76,201.931641,S,PP,-54.68303799,158.863544
1031,1,3.8,TR082,888.34,246.0896,S,JB,-54.71051697,158.818187
1032,1,4.2,TR082,888.34,246.0896,S,JB,-54.71051596,158.81819
1029,1,3.5,TR082,888.34,245.351624,S,JB,-54.71051403,158.8182
1030,1,3.7,TR082,888.34,245.140106,S,JB,-54.71051998,158.818185
1035,1,1.5,TR083,179.76,176.970993,S,PP,-54.68320001,158.864441
1033,1,3.6,TR082,888.34,246.0896,S,JB,-54.71051596,158.818203
1034,1,3.6,TR082,888.34,246.083221,S,JB,-54.71052703,158.818188
1055,1,1.2,TR084,1632,222.229584,S,PP,-54.68156202,158.862938
1056,1,1,TR084,1632,222.229584,S,PP,-54.68156101,158.862941
1054,1,2.2,TR084,1632,223.106735,S,PP,-54.68164299,158.862879
1059,1,1,TR084,1632,203.687698,S,PP,-54.68048,158.862818
1060,1,1.2,TR084,1632,207.097565,S,PP,-54.68047103,158.862821
1057,1,3.1,TR084,1632,219.687027,S,PP,-54.68128902,158.862918
1058,1,2.8,TR084,1632,219.795578,S,PP,-54.68128902,158.862911
1047,1,0.4,TR084,1632,233.423874,S,PP,-54.68255703,158.86248
1048,1,1.2,TR084,1632,235.197845,S,PP,-54.68255301,158.862496
1046,1,0,TR084,1632,235.192551,S,PP,-54.68256097,158.862483
1051,1,1.3,TR084,1632,234.81778,S,PP,-54.68253801,158.862492
1052,1,1.2,TR084,1632,220.734177,S,PP,-54.68169596,158.862951
1049,1,2.5,TR084,1632,234.862793,S,PP,-54.68254002,158.862509
1050,1,2.4,TR084,1632,234.854401,S,PP,-54.68254002,158.862513
1071,1,0.4,TR084,1632,202.505051,S,PP,-54.68014799,158.862766
1072,1,1.5,TR084,1632,202.498444,S,PP,-54.68012997,158.862786
,,,TR004,850.63,,,,,
,,,TR009,315.46,,,,,
,,,TR011,169.76,,,,,
,,,TR026,434.91,,,,,
,,,TR028,198.01,,,,,
,,,TR031,397.08,,,,,
,,,TR032,457.64,,,,,
,,,TR033,542.69,,,,,
,,,TR034,1177.6,,,,,
,,,TR035,658.25,,,,,
,,,TR037,117.57,,,,,
,,,TR046,814.21,,,,,
,,,TR047,352.82,,,,,
,,,TR048,931.49,,,,,
,,,TR049,522.04,,,,,
,,,TR056,578.08,,,,,
,,,TR057,268.95,,,,,
,,,TR059,138.75,,,,,
,,,TR060,178.09,,,,,
,,,TR062,284.14,,,,,
,,,TR065,281.38,,,,,
,,,TR069,62.519,,,,,
,,,TR073,195,,,,,
,,,TR074,442.53,,,,,
,,,TR078,418.78,,,,,
,,,TR079,459.43,,,,,
,,,TR086,853.72,,,,,
,,,TR088,54.955,,,,,
,,,TR089,229.01,,,,,
,,,TR090,1634,,,,,
,,,TR091,856.52,,,,,
,,,TR092,450.63,,,,,
,,,TR094,616.54,,,,,
,,,TR097,253.51,,,,,
,,,TR135,151.63,,,,,
,,,TR148,41.373,,,,,
,,,TR151,80.896,,,,,
,,,TR154,51.655,,,,,
,,,TR155,195.84,,,,,
,,,TR156,14.593,,,,,
,,,TR157,58.967,,,,,
,,,TR158,1365,,,,,
,,,TR159,242.01,,,,,
,,,TR162,446.75,,,,,
,,,TR163,256.19,,,,,
,,,TR165,272.18,,,,,
,,,TR167,461.56,,,,,
,,,TR170,267.87,,,,,
,,,TR178,511.25,,,,,
,,,TR184,263.46,,,,,
,,,TR185,636.93,,,,,
,,,TR186,1147.5,,,,,
,,,TR189,1344.5,,,,,
,,,TR193,669.5,,,,,
,,,TR195,286.64,,,,,
,,,TR196,189.36,,,,,
,,,TR198,769.99,,,,,
,,,TR199,548.45,,,,,
,,,TR200,1046.2,,,,,
,,,TR201,525.36,,,,,
,,,TR202,593.62,,,,,
,,,TR203,330.83,,,,,
,,,TR204,258.85,,,,,
,,,TR205,248.79,,,,,
,,,TR206,1989.9,,,,,
,,,TR207,2139.1,,,,,
,,,TR208,1085.3,,,,,
,,,TR209,781.38,,,,,
,,,TR210,573.8,,,,,
,,,TR212,4327.4,,,,,
,,,TR213,890.15,,,,,
,,,TR214,821.56,,,,,
,,,TR215,357.07,,,,,
,,,TR216,448.01,,,,,
,,,TR218,893.99,,,,,
