object,Sample.Label,size,distance,Effort
2558,5678,1,7.8,20
2559,5678,1,2.8,20
2560,5678,1,2.4,20
2561,5678,1,2.4,20
2562,5678,1,6.5,20
2563,5678,1,7,20
2564,5678,1,1.8,20
2565,5678,1,1.9,20
2566,5678,1,4.2,20
2567,5679,1,4.3,20
2568,5679,1,2,20
2569,5679,1,4.6,20
2570,5681,1,1.5,20
2603,5702,1,1.5,20
2604,5702,1,2.5,20
2605,5702,1,2.5,20
2606,5702,1,3,20
2607,5702,1,3.6,20
2608,5702,1,3.6,20
2609,5702,1,2.4,20
2610,5702,1,2.4,20
2611,5702,1,1.5,20
2612,5702,1,1.4,20
2613,5706,1,1.2,20
2614,5706,1,1,20
2615,5706,1,0.6,20
2616,5708,1,2.5,20
2617,5708,1,2.5,20
2618,5708,1,2,20
2619,5708,1,0.8,20
2620,5709,1,2.5,20
2621,5715,1,1.1,20
2622,5715,1,1.3,20
2623,5717,1,0.1,20
2624,5717,1,1.3,20
2625,5717,1,1.2,20
2626,5719,1,0,20
2627,5720,1,0.2,20
2628,5720,1,1.2,20
2629,5720,1,2.2,20
2630,5722,1,1.4,20
2631,5722,1,2.7,20
2632,5722,1,1.2,20
2633,5722,1,2.7,20
2634,5722,1,4.2,20
2635,5722,1,6,20
2636,5723,1,2,20
2637,5723,1,2.9,20
2638,5723,1,1,20
2639,5723,1,1,20
2668,5737,1,4.3,20
2669,5737,1,2.6,20
2670,5737,1,3.2,20
2671,5737,1,3.1,20
2672,5737,1,6,20
2673,5737,1,6,20
2674,5753,1,1.6,20
2675,5753,1,1.4,20
2676,5753,1,1.8,20
2677,5918,1,1,20
2678,5918,1,4.1,20
2679,5918,1,2.5,20
2680,5918,1,1.4,20
2681,5920,1,1.6,20
2682,5942,1,0.6,20
2683,5942,1,2,20
2684,5942,1,2.1,20
2685,5942,1,3.5,20
2686,5942,1,3.6,20
2687,5942,1,2.4,20
2688,5942,1,3.4,20
2689,5943,1,2.5,20
2690,5943,1,1.5,20
2691,5943,1,7.2,20
2692,5943,1,7,20
2693,6000,1,2.4,20
2694,6000,1,2,20
2695,6006,1,3,20
2696,6007,1,1.5,20
2697,6007,1,1.5,20
2698,6009,1,5.5,20
2699,6011,1,3.5,20
2700,6011,1,3.4,20
2701,6011,1,2.8,20
2702,6011,1,1.9,20
2703,6012,1,2.2,20
2704,6012,1,2.6,20
2705,6013,1,3.6,20
2706,6013,1,2.2,20
2707,6013,1,2.6,20
2708,6013,1,3.2,20
2709,6013,1,3.5,20
2710,6013,1,4.2,20
2711,6032,1,7,20
2712,6032,1,4.3,20
2713,6032,1,4.3,20
2714,6032,1,4.2,20
2715,6032,1,3.6,20
2716,6032,1,3,20
2717,6032,1,1.9,20
2718,6035,1,1,20
2719,6035,1,0.6,20
2720,6035,1,1.8,20
2721,6070,1,2.5,20
2723,6084,1,1,20
2724,6088,1,0.1,20
2725,6091,1,2.1,20
2726,6094,1,2.9,20
2727,6094,1,2.1,20
2728,6094,1,0.9,20
2729,6096,1,0.2,20
2730,6098,1,1.5,20
2731,6098,1,0.1,20
2732,6098,1,0.7,20
2733,6098,1,1.9,20
2734,6098,1,4.2,20
2735,6098,1,4.5,20
2736,6098,1,4.5,20
2737,6098,1,4,20
2738,6098,1,4.1,20
2739,6099,1,2.5,20
2740,6099,1,0.3,20
2741,6099,1,3.2,20
2742,6099,1,3.1,20
2743,6099,1,3,20
2744,6099,1,5,20
2745,6099,1,5,20
2746,6099,1,6,20
2748,6099,1,1.8,20
2749,6099,1,1.8,20
2750,6099,1,1.7,20
2752,6100,1,1.4,20
2753,6100,1,2,20
2754,6100,1,1,20
2755,6100,1,2.1,20
2756,6100,1,3.2,20
2757,6100,1,4,20
2758,6100,1,3.3,20
2759,6100,1,1.4,20
2760,6100,1,3,20
2761,6101,1,1.3,20
2762,6101,1,1.2,20
2763,6101,1,1.5,20
2764,6101,1,6,20
2765,6101,1,6,20
2766,6101,1,7,20
2767,6101,1,5.5,20
2768,6101,1,5,20
2769,6101,1,5,20
2770,6101,1,4.5,20
2773,6116,1,4.1,20
2774,6116,1,4,20
2775,6116,1,1.3,20
2776,6116,1,1.2,20
2777,6116,1,1.4,20
2781,6119,1,2.5,20
2782,6142,1,3.6,20
2784,6151,1,4.5,20
2786,6151,1,4.7,20
2789,6154,1,3.5,20
2790,6154,1,7.5,20
2791,6154,1,4.9,20
2792,6154,1,4.9,20
2805,6195,1,1.5,20
2806,6195,1,1.6,20
2807,6198,1,2.2,20
2808,6198,1,1.1,20
2809,6198,1,1.3,20
2810,6198,1,4,20
2811,6198,1,2.5,20
2812,6198,1,2,20
2813,6198,1,1,20
2814,6198,1,1.3,20
2815,6198,1,1.4,20
2816,6198,1,3.3,20
2818,6199,1,0.5,20
2819,6199,1,0.2,20
2820,6200,1,2.3,20
2821,6200,1,2,20
2822,6201,1,5.2,20
2823,6203,1,5.5,20
2824,6212,1,6.5,20
2825,6212,1,6.8,20
2826,6212,1,7.5,20
2827,6212,1,7.1,20
2828,6214,1,4.8,20
2829,6214,1,5,20
2831,6214,1,6.2,20
2832,6214,1,7.2,20
2833,6214,1,9,20
2834,6217,1,0.5,20
2836,6217,1,2.9,20
2837,6217,1,3,20
2838,6217,1,3.6,20
2839,6217,1,1.1,20
2840,6217,1,1,20
2841,6217,1,0.5,20
2842,6217,1,0.4,20
2843,6217,1,0.1,20
2844,6217,1,1,20
2845,6217,1,0.3,20
2846,6217,1,1.5,20
2847,6217,1,2.2,20
2848,6217,1,4.8,20
2850,6217,1,0.1,20
2852,6223,1,10,20
2853,6223,1,11.5,20
2854,6223,1,10,20
2855,6223,1,10,20
2862,6226,1,2.4,20
2863,6226,1,1.2,20
2864,6226,1,2,20
2865,6226,1,2.5,20
2866,6226,1,2.5,20
2867,6226,1,3.7,20
2868,6226,1,2.8,20
2869,6227,1,0.9,20
2870,6227,1,0.8,20
2871,6227,1,1.2,20
2872,6227,1,1.5,20
2873,6227,1,2.3,20
2874,6227,1,2.5,20
2875,6227,1,5.9,20
2876,6227,1,5.9,20
2877,6227,1,5.8,20
2882,6227,1,3.3,20
2883,6227,1,1.4,20
2884,6230,1,3.5,20
2885,6230,1,3.5,20
2886,6230,1,3.7,20
2887,6230,1,3.3,20
2888,6230,1,3.3,20
2889,6232,1,1.1,20
2890,6232,1,1.2,20
2891,6232,1,1.3,20
2892,6232,1,0.5,20
2893,6246,1,4.1,20
2894,6247,1,0.2,20
2895,6252,1,1.2,20
2896,6252,1,1.3,20
2897,6262,1,2.4,20
2898,6263,1,1.2,20
2899,6275,1,0.2,20
2900,6276,1,2.3,20
2901,6276,1,3.5,20
2902,6276,1,2,20
2903,6276,1,3.7,20
2904,6277,1,1.4,20
2905,6277,1,1.5,20
2906,6279,1,2.5,20
2907,6279,1,4.7,20
2908,6279,1,6.2,20
2909,6279,1,7.2,20
2910,6279,1,8.4,20
2911,6279,1,1.2,20
2912,6279,1,1.3,20
2913,6279,1,2.7,20
2914,6279,1,1,20
2915,6279,1,0.2,20
2916,6287,1,0.8,20
2917,6287,1,0.9,20
2918,6287,1,1.3,20
2919,6287,1,4.9,20
2920,6287,1,3.7,20
2921,6287,1,1.8,20
2922,6287,1,5,20
2923,6288,1,4.5,20
2924,6288,1,2.2,20
2927,6294,1,1,20
2929,6294,1,2.2,20
2930,6294,1,3.9,20
2931,6295,1,1.1,20
2932,6295,1,0.9,20
3010,6313,1,3.3,20
3011,6322,1,2.8,20
3012,6322,1,2.7,20
3013,6322,1,2.5,20
3014,6343,1,1.2,20
3015,6343,1,1.9,20
3016,6343,1,0.5,20
3017,6343,1,0.4,20
3018,6343,1,0.5,20
3019,6343,1,0.6,20
3020,6343,1,0.9,20
3021,6343,1,0.7,20
3022,6343,1,1.1,20
3023,6343,1,1.6,20
3024,6343,1,0.2,20
3025,6343,1,2,20
3026,6343,1,2.3,20
3027,6343,1,3.3,20
3028,6343,1,3.9,20
3029,6343,1,3.8,20
3030,6343,1,4.8,20
3031,6343,1,1.2,20
3032,6343,1,4,20
3033,6343,1,5.2,20
3034,6344,1,3.2,20
3035,6344,1,3.1,20
3037,6347,1,3.8,20
3038,6347,1,0.6,20
3039,6347,1,2.1,20
3040,6347,1,1.6,20
3041,6347,1,1.6,20
3042,6347,1,2.1,20
3043,6348,1,4,20
3044,6348,1,3.8,20
3045,6348,1,4.4,20
3046,6348,1,5.4,20
3047,6348,1,5,20
3048,6348,1,0.9,20
3049,6348,1,1.3,20
3050,6348,1,2.6,20
3109,6485,1,0.5,20
3110,6493,1,1.7,20
3111,6493,1,4,20
3122,6500,1,3.4,20
3148,6530,1,0.1,20
3155,6660,1,1.2,20
3156,6660,1,1.3,20
3159,6664,1,6,20
3160,6664,1,3.8,20
3161,6664,1,2.8,20
3162,6664,1,2.6,20
3163,6666,1,2.3,20
3164,6667,1,1,20
3165,6667,1,1.4,20
2514,0,1,0.2,20
1746,0,1,1.1,20
973,0,1,4.5,20
723,0,1,1.9,20
724,0,1,0.8,20
1221,0,1,2.1,20
1222,0,1,0.1,20
967,0,1,2.8,20
968,0,1,3.4,20
965,0,1,2.7,20
966,0,1,2.5,20
971,0,1,0.5,20
972,0,1,0.7,20
969,0,1,2.5,20
1503,0,1,0.5,20
970,0,1,0.9,20
1504,0,1,1.3,20
1501,0,1,2.9,20
1502,0,1,3.2,20
1507,0,1,0,20
2779,0,1,4.9,20
1508,0,1,1.5,20
2780,0,1,7.4,20
2007,0,1,15,20
1505,0,1,1.8,20
1239,0,1,0.7,20
2778,0,1,4.8,20
1237,0,1,0.1,20
725,0,1,0.9,20
1499,0,1,2,20
1500,0,1,2.5,20
1263,0,1,2.7,20
1498,0,1,3.3,20
1262,0,1,3.4,20
1777,0,1,0.2,20
1778,0,1,0.8,20
1767,0,1,4.7,20
1255,0,1,2.1,20
1511,0,1,1.5,20
1512,0,1,3.2,20
1254,0,1,3.1,20
1509,0,1,1.1,20
1510,0,1,1.2,20
487,0,1,1,20
1515,0,1,2.2,20
2025,0,1,1.6,20
1513,0,1,3.2,20
486,0,1,0.2,20
1514,0,1,2.9,20
1790,0,1,0.8,20
1784,0,1,5.8,20
1016,0,1,2,20
1019,0,1,1.7,20
1017,0,1,1.8,20
1018,0,1,1.8,20
142,0,1,1,20
1417,0,1,2.4,20
927,0,1,1.4,20
928,0,1,0.8,20
926,0,1,3.5,20
163,0,1,1,20
164,0,1,0.4,20
419,0,1,2,20
420,0,1,2.1,20
923,0,1,1.7,20
924,0,1,1.7,20
176,0,1,0.4,20
1969,0,1,0.4,20
691,0,1,11,20
1963,0,1,1,20
2239,0,1,1.9,20
1964,0,1,2.5,20
434,0,1,0.4,20
423,0,1,1.2,20
424,0,1,0.4,20
1962,0,1,1.1,20
421,0,1,1.3,20
422,0,1,0.4,20
427,0,1,0.9,20
963,0,1,4,20
964,0,1,2.6,20
1205,0,1,0.1,20
2640,0,1,2.4,20
439,0,1,0.9,20
440,0,1,1.3,20
2126,0,1,1.5,20
438,0,1,0.5,20
2641,0,1,0.5,20
1872,0,1,1.3,20
443,0,1,2,20
441,0,1,0.4,20
442,0,1,2.9,20
3167,0,1,2.5,20
3168,0,1,1.2,20
2124,0,1,1.1,20
3166,0,1,2.5,20
2141,0,1,1.5,20
2142,0,1,0,20
1120,0,1,4,20
3157,0,1,1.6,20
3158,0,1,1.2,20
1636,0,1,1.4,20
329,0,1,0.1,20
863,0,1,1.1,20
2135,0,1,1.2,20
330,0,1,0.4,20
864,0,1,1.6,20
1121,0,1,3.2,20
865,0,1,0.8,20
866,0,1,1.2,20
341,0,1,1.3,20
2163,0,1,2.9,20
2408,0,1,1.2,20
1637,0,1,1.9,20
1894,0,1,2,20
1919,0,1,0.4,20
361,0,1,4.8,20
1299,0,1,1.4,20
269,0,1,2.4,20
517,0,1,1.9,20
1312,0,1,0.3,20
1313,0,1,0,20
3098,0,1,0.5,20
1314,0,1,1.6,20
289,0,1,1.6,20
534,0,1,3.2,20
2861,0,1,16,20
537,0,1,4.2,20
559,0,1,0.1,20
560,0,1,0,20
2856,0,1,13,20
558,0,1,1,20
48,0,1,7,20
2859,0,1,15,20
1831,0,1,1.1,20
301,0,1,1.7,20
2860,0,1,15,20
1832,0,1,2.5,20
2857,0,1,13.5,20
1319,0,1,1.1,20
2858,0,1,15,20
1830,0,1,1,20
49,0,1,6.5,20
50,0,1,6,20
2879,0,1,5.6,20
2880,0,1,5.5,20
1833,0,1,1.6,20
2878,0,1,5.7,20
299,0,1,1.6,20
2881,0,1,2.5,20
575,0,1,1.3,20
300,0,1,0,20
573,0,1,1.7,20
574,0,1,1.6,20
568,0,1,0.5,20
321,0,1,3.8,20
571,0,1,0.7,20
572,0,1,1.4,20
569,0,1,0,20
570,0,1,0.4,20
2515,0,1,0,20
2516,0,1,1,20
