object,Sample.Label,size,distance,Effort
1101,3321,1,2.9,20
1102,3321,1,0.1,20
1103,3321,1,1.6,20
1104,3321,1,1.6,20
1105,3321,1,0.2,20
1106,3322,1,1,20
1107,3322,1,0.8,20
1108,3323,1,3.6,20
1109,3323,1,0.8,20
1110,3323,1,0.5,20
1111,3323,1,2.5,20
1112,3323,1,1.5,20
1113,3323,1,2.3,20
1114,3324,1,0.1,20
1115,3324,1,1.2,20
1116,3324,1,0.4,20
1117,3324,1,1,20
1118,3324,1,1.2,20
1119,3324,1,2.4,20
1122,3324,1,0,20
1123,3324,1,0.3,20
1124,3324,1,1.2,20
1125,3326,1,0.3,20
1126,3326,1,0.5,20
1144,3634,1,0.7,20
1145,3634,1,1,20
1142,3635,1,0,20
1143,3635,1,0.2,20
1146,3635,1,0.4,20
1147,3635,1,0,20
1148,3635,1,1.6,20
1150,3635,1,0.8,20
1151,3635,1,2.2,20
1152,3635,1,2.4,20
1153,3635,1,2,20
1154,3698,1,0.9,20
1155,3698,1,1.2,20
1156,3698,1,1.1,20
1157,3698,1,0,20
1158,3698,1,1.6,20
1159,3698,1,1.6,20
1160,3698,1,0.6,20
1161,3698,1,1.3,20
1162,3698,1,1.4,20
1163,3698,1,2.2,20
1164,3698,1,2,20
1165,3698,1,2.3,20
1166,3698,1,2.2,20
1167,3698,1,3.2,20
1168,3698,1,3.2,20
1174,3702,1,1.4,20
1175,3702,1,2.5,20
1179,3706,1,0,20
1180,3706,1,0.7,20
1181,3706,1,0.8,20
1182,3706,1,0.9,20
1183,3706,1,2.5,20
1184,3706,1,3.8,20
1185,3706,1,3.8,20
1186,3706,1,2.9,20
1187,3706,1,2.8,20
1188,3706,1,2.5,20
1189,3706,1,2.7,20
1190,3706,1,1.5,20
1191,3706,1,1.5,20
1192,3706,1,0.1,20
1193,3706,1,1.3,20
1194,3706,1,1.5,20
1195,3706,1,2,20
1196,3706,1,3.1,20
1198,3706,1,0,20
1199,3706,1,1.7,20
1200,3706,1,2.4,20
1202,3712,1,0,20
1203,3712,1,0.4,20
1204,3713,1,1.2,20
1206,3726,1,0.9,20
1207,3726,1,0.6,20
1208,3732,1,3.7,20
1209,3732,1,7.5,20
1210,3732,1,7.2,20
1211,3732,1,7,20
1212,3732,1,7.4,20
1213,3732,1,6.8,20
1214,3732,1,6.5,20
1215,3732,1,6.2,20
1216,3732,1,5,20
1217,3732,1,5,20
1218,3760,1,0.1,20
1220,3772,1,1.5,20
1223,3797,1,0.3,20
1225,3797,1,1.5,20
1226,3797,1,0.7,20
1227,3797,1,2.6,20
1228,3798,1,0.4,20
1229,3805,1,3.3,20
1230,3806,1,1.8,20
1231,3806,1,1.3,20
1232,3806,1,0.2,20
1233,3806,1,0.6,20
1234,3806,1,0.7,20
1235,3806,1,1.1,20
1236,3806,1,0.1,20
1240,3807,1,0.9,20
1241,3807,1,2.4,20
1242,3809,1,1.6,20
1243,3809,1,3.3,20
1244,3810,1,0.3,20
1245,3810,1,3.8,20
1246,3810,1,7,20
1247,3815,1,1.2,20
1248,3837,1,3,20
1249,3837,1,2.4,20
1250,3837,1,2.7,20
1251,3838,1,1.8,20
1252,3838,1,2.8,20
1253,3838,1,3.3,20
1256,3860,1,0.3,20
1257,3860,1,1.1,20
1258,3861,1,1.5,20
1259,3861,1,0.5,20
1260,3861,1,1.3,20
1261,3861,1,1,20
1264,3883,1,1.6,20
1265,3886,1,0.3,20
1266,3898,1,1.4,20
1267,3900,1,0.5,20
1268,3900,1,0.5,20
1269,3900,1,0,20
1270,3900,1,0.2,20
1271,3901,1,1.4,20
1272,3901,1,3.2,20
1273,3937,1,0.1,20
1274,3990,1,0.2,20
1275,3990,1,2,20
1276,3992,1,0.4,20
1277,3992,1,1.8,20
1278,3992,1,1.3,20
1279,3992,1,1.1,20
1280,3992,1,0.6,20
1281,3992,1,1.4,20
1282,3993,1,1.1,20
1283,3993,1,1.1,20
1284,3993,1,0.3,20
1287,3994,1,2.1,20
1288,3994,1,2.6,20
1289,3994,1,3.6,20
1290,3994,1,1.4,20
1291,3994,1,1,20
1292,3994,1,0.9,20
1293,3994,1,3.4,20
1294,3995,1,1.8,20
1295,3995,1,1.7,20
1296,3995,1,0.7,20
1297,3995,1,1.4,20
1298,4013,1,1.3,20
1300,4034,1,0.7,20
1303,4054,1,0.5,20
1304,4054,1,1.4,20
1305,4055,1,1.2,20
1306,4055,1,0.7,20
1307,4055,1,1.2,20
1308,4055,1,3.2,20
1309,4055,1,2.9,20
1310,4055,1,2.5,20
1311,4055,1,1.2,20
1315,4056,1,0.9,20
1316,4056,1,1.9,20
1317,4056,1,3,20
1318,4077,1,2,20
1320,4081,1,0.2,20
1323,4113,1,0.6,20
1324,4113,1,0.4,20
1325,4116,1,1.3,20
1326,4135,1,1.1,20
1327,4136,1,0.2,20
1328,4138,1,0.1,20
1330,4141,1,1,20
1331,4141,1,1.1,20
1332,4141,1,0.4,20
1333,4141,1,1.2,20
1334,4141,1,0.1,20
1335,4141,1,2.5,20
1337,4141,1,0.1,20
1338,4141,1,1.8,20
1339,4164,1,1,20
1340,4164,1,1.5,20
1341,4164,1,2.5,20
1342,4164,1,1.6,20
1343,4164,1,1.4,20
1344,4167,1,1.4,20
1345,4167,1,1.5,20
1346,4167,1,1.9,20
1347,4167,1,2.2,20
1348,4167,1,1.6,20
1349,4168,1,1.1,20
1350,4168,1,0.3,20
1351,4168,1,0.3,20
1352,4168,1,0.3,20
1353,4168,1,2.2,20
1354,4168,1,3.2,20
1355,4168,1,3,20
1356,4168,1,3.5,20
1358,4168,1,2.6,20
1359,4168,1,1.7,20
1360,4168,1,2.3,20
1361,4168,1,0.8,20
1362,4168,1,1.9,20
1363,4169,1,1.4,20
1364,4169,1,0.5,20
1365,4169,1,1.3,20
1366,4169,1,0.4,20
1367,4169,1,2.8,20
1368,4170,1,0.7,20
1369,4170,1,0.3,20
1370,4170,1,0.3,20
1372,4170,1,0.2,20
1374,4174,1,2.6,20
1375,4174,1,2.5,20
1376,4176,1,0.2,20
1377,4176,1,3.3,20
1378,4176,1,3.2,20
1379,4176,1,3.7,20
1380,4176,1,1.3,20
1381,4187,1,0.5,20
1382,4187,1,1,20
1383,4187,1,1,20
1384,4187,1,1.7,20
1385,4187,1,1.4,20
1386,4187,1,0.3,20
1387,4187,1,0.3,20
1388,4188,1,0.6,20
1389,4188,1,0.6,20
1390,4188,1,3.2,20
1391,4188,1,2.7,20
1392,4189,1,1.3,20
1393,4189,1,2.3,20
1394,4189,1,1.2,20
1395,4189,1,1.4,20
1396,4189,1,1.4,20
1397,4190,1,1.4,20
1398,4190,1,1.3,20
1399,4190,1,0.4,20
1400,4190,1,1.6,20
1401,4193,1,2.4,20
1402,4193,1,3.3,20
1403,4194,1,2.4,20
1404,4194,1,3.4,20
1405,4194,1,5,20
1406,4194,1,1.8,20
1407,4194,1,2.1,20
1408,4205,1,1.1,20
1409,4205,1,0.2,20
1410,4221,1,0.5,20
1411,4282,1,1,20
1412,4283,1,1.9,20
1413,4283,1,1.8,20
1414,4283,1,1.2,20
1415,4283,1,0.8,20
1416,4285,1,1.2,20
1418,4351,1,2.1,20
1419,4357,1,0.3,20
1420,4358,1,1.3,20
1421,4363,1,0.4,20
1422,4363,1,0.2,20
1423,4363,1,0.6,20
1424,4363,1,1.4,20
1425,4366,1,2.3,20
1426,4367,1,0,20
1427,4369,1,1.1,20
1428,4379,1,5,20
1429,4394,1,2.4,20
1430,4412,1,4.5,20
1431,4426,1,2.4,20
1432,4426,1,4.1,20
1433,4426,1,1.1,20
1434,4426,1,0,20
1435,4426,1,0.4,20
1436,4426,1,0.5,20
1437,4426,1,2.2,20
1438,4426,1,2.3,20
1439,4426,1,4.7,20
1440,4426,1,2.3,20
1441,4426,1,1.9,20
1442,4426,1,1.9,20
1443,4426,1,0.7,20
1444,4426,1,0.2,20
1445,4426,1,0.7,20
1446,4426,1,0.1,20
1447,4426,1,0.8,20
1448,4426,1,0.8,20
1449,4426,1,0.7,20
1450,4427,1,1,20
1451,4428,1,1.3,20
1452,4428,1,1.2,20
1453,4428,1,0.2,20
1454,4428,1,2,20
1455,4428,1,0.2,20
1456,4428,1,1.4,20
1468,4442,1,1,20
1469,4442,1,0.1,20
1470,4442,1,1.1,20
1471,4443,1,2,20
1472,4445,1,1.5,20
1473,4445,1,1.2,20
1476,4445,1,2.1,20
1474,4446,1,0.6,20
1475,4446,1,2.3,20
1477,4446,1,2.4,20
1478,4447,1,0.7,20
1479,4447,1,0.6,20
1480,4447,1,1.1,20
1481,4462,1,0.6,20
1482,4462,1,0.4,20
1483,4462,1,3.8,20
1484,4463,1,5.4,20
1485,4465,1,1,20
1486,4465,1,0.2,20
1487,4465,1,0.6,20
1488,4471,1,0,20
1489,4516,1,3.3,20
1490,4516,1,3.5,20
1491,4516,1,3.7,20
1492,4516,1,5.5,20
1493,4516,1,5.4,20
1494,4516,1,1.2,20
1495,4516,1,1.1,20
1496,4516,1,0.7,20
1497,4516,1,1.4,20
1516,4518,1,1,20
1517,4521,1,2.3,20
1518,4521,1,2.5,20
1519,4522,1,0,20
1520,4522,1,0.6,20
1521,4533,1,0.5,20
1522,4536,1,1.1,20
1523,4536,1,0.1,20
1524,4536,1,1.6,20
1525,4536,1,5.5,20
1526,4536,1,4.7,20
1527,4536,1,4.6,20
1528,4536,1,3.6,20
1529,4537,1,1.7,20
1531,4538,1,2.3,20
1532,4538,1,2.1,20
1534,4538,1,2,20
1535,4539,1,3,20
1536,4539,1,0.1,20
1537,4539,1,0,20
1538,4539,1,0.7,20
1539,4539,1,1.4,20
1540,4539,1,0.5,20
1541,4539,1,0.4,20
1542,4539,1,0.6,20
1543,4539,1,0.2,20
1544,4539,1,1.7,20
1545,4539,1,0.6,20
1546,4540,1,2.7,20
1547,4540,1,3.6,20
1548,4540,1,2.7,20
1549,4540,1,3.5,20
1550,4540,1,1.9,20
1551,4540,1,2.2,20
1552,4540,1,3.4,20
1553,4540,1,2.5,20
1554,4540,1,1.5,20
1555,4540,1,2.1,20
1556,4548,1,1,20
1557,4549,1,0.7,20
1558,4549,1,0.2,20
1559,4549,1,0.8,20
1560,4549,1,0.6,20
1561,4549,1,2,20
1562,4549,1,0.2,20
1563,4549,1,1.8,20
1564,4549,1,1.1,20
1565,4549,1,0.8,20
1567,4551,1,5,20
1568,4551,1,4,20
1571,4551,1,2.4,20
1572,4551,1,4.5,20
1573,4551,1,4.8,20
1574,4551,1,2.5,20
1575,4557,1,2.6,20
1576,4557,1,3.6,20
1577,4557,1,3.6,20
1578,4557,1,3.6,20
1579,4557,1,2.3,20
1580,4557,1,2.2,20
1581,4557,1,3,20
1582,4557,1,4.1,20
1583,4557,1,3.6,20
1584,4557,1,6,20
1586,4557,1,5,20
1587,4557,1,5.8,20
1588,4557,1,6.5,20
1589,4557,1,3.1,20
1590,4557,1,1.6,20
1591,4557,1,0.9,20
1592,4557,1,0.8,20
1593,4557,1,0.2,20
1594,4557,1,2.5,20
1595,4557,1,3,20
1596,4557,1,2.9,20
1598,4559,1,0.8,20
1599,4559,1,2.3,20
1600,4559,1,0.2,20
1601,4559,1,1,20
1602,4563,1,0.3,20
1604,4565,1,2.4,20
1606,4587,1,1,20
1607,4587,1,0.9,20
1608,4587,1,1.6,20
1609,4587,1,0.2,20
1610,4587,1,0.8,20
1611,4587,1,2.2,20
1612,4587,1,1.6,20
1613,4587,1,1.5,20
1614,4587,1,2.7,20
1615,4587,1,2.8,20
1616,4587,1,4,20
1617,4588,1,4.5,20
1618,4589,1,1,20
1619,4589,1,2.3,20
1621,4613,1,2.5,20
1620,4614,1,1,20
1622,4614,1,2.6,20
1623,4614,1,1,20
1625,4614,1,4.5,20
1626,4614,1,4,20
1627,4617,1,0,20
1628,4617,1,0,20
1629,4617,1,0.7,20
1631,4617,1,0.2,20
1632,4617,1,0.6,20
1635,4619,1,2.7,20
1638,4619,1,0.5,20
1639,4619,1,0.7,20
1640,4619,1,0.7,20
1641,4620,1,6,20
1645,4622,1,2.2,20
1646,4622,1,2.1,20
1647,4622,1,2.4,20
1648,4622,1,2.5,20
1649,4622,1,3.5,20
1651,4623,1,4.4,20
1655,4623,1,2,20
1656,4623,1,3.9,20
1659,4624,1,2.2,20
1660,4624,1,0.6,20
1661,4624,1,1.3,20
1662,4624,1,1.5,20
1663,4624,1,1.3,20
1664,4624,1,0.8,20
1665,4624,1,1.3,20
1666,4624,1,1.2,20
1667,4624,1,1.9,20
1668,4625,1,1.8,20
1669,4625,1,0.6,20
1670,4625,1,0.7,20
1671,4625,1,1.2,20
1672,4625,1,0.3,20
1673,4625,1,0,20
1674,4625,1,1.1,20
1675,4625,1,0.9,20
1676,4625,1,1.4,20
1677,4625,1,1.4,20
1678,4625,1,0.1,20
1679,4625,1,0.1,20
1680,4625,1,2.2,20
1681,4625,1,2.1,20
1684,4625,1,0.1,20
1685,4625,1,0.9,20
1686,4625,1,1.2,20
1687,4625,1,0.3,20
1688,4625,1,1.4,20
1689,4625,1,1.8,20
1690,4625,1,2.2,20
1691,4625,1,1.8,20
1692,4625,1,2.8,20
1693,4625,1,3.1,20
1694,4625,1,3.4,20
1696,4628,1,5,20
1697,4628,1,1,20
1698,4628,1,1.7,20
1699,4628,1,0.3,20
1700,4629,1,0.1,20
1701,4633,1,3.3,20
1702,4633,1,1.4,20
1703,4635,1,0.5,20
1704,4635,1,1.4,20
1705,4635,1,1.2,20
1706,4635,1,0.7,20
1707,4635,1,0.6,20
1708,4635,1,1.4,20
1709,4643,1,0.7,20
1710,4655,1,3,20
1711,4655,1,4,20
1712,4655,1,4.5,20
1713,4655,1,5,20
1714,4655,1,5.2,20
1715,4655,1,4.6,20
1716,4655,1,3.2,20
1717,4660,1,2,20
1718,4661,1,0.3,20
1719,4661,1,2.7,20
1720,4661,1,0.1,20
1721,4661,1,0.2,20
1722,4661,1,0.7,20
1723,4662,1,0,20
1724,4667,1,1.3,20
1725,4667,1,1,20
1726,4668,1,0.4,20
1727,4668,1,1.4,20
1728,4668,1,1.3,20
1729,4668,1,2,20
1730,4668,1,0.4,20
1731,4668,1,0.5,20
1732,4668,1,0.6,20
1733,4668,1,0.4,20
1734,4668,1,0.3,20
1736,4668,1,0.2,20
1737,4668,1,1.9,20
1739,4671,1,3.1,20
1740,4671,1,2.1,20
1741,4671,1,1.4,20
1742,4672,1,1.4,20
1743,4672,1,1.8,20
1744,4672,1,0.5,20
1745,4672,1,0.4,20
1747,4678,1,1.2,20
1748,4679,1,1.3,20
1749,4679,1,1.1,20
1750,4687,1,0,20
1751,4687,1,0.4,20
1752,4687,1,0.7,20
1753,4687,1,0.8,20
1754,4698,1,0.1,20
1755,4698,1,0.2,20
1756,4698,1,0.4,20
1757,4698,1,1,20
1758,4698,1,2.4,20
1759,4700,1,1.4,20
1760,4707,1,0.5,20
1761,4732,1,2.5,20
1762,4732,1,2.4,20
1763,4732,1,2.5,20
1764,4732,1,2.3,20
1765,4733,1,3.5,20
1766,4738,1,3.6,20
1769,4769,1,1.8,20
1770,4769,1,1.6,20
1771,4769,1,1.8,20
1772,4769,1,1.2,20
1773,4769,1,1.2,20
1775,4770,1,1.2,20
1779,4775,1,0.5,20
1781,4780,1,3.5,20
1782,4780,1,3.3,20
1783,4780,1,3.5,20
1785,4787,1,5.3,20
1786,4787,1,2.3,20
1787,4787,1,2.5,20
1788,4787,1,3.5,20
1791,4788,1,1.5,20
1792,4789,1,2.7,20
1793,4792,1,1.2,20
1795,4795,1,1.2,20
1796,4795,1,1.8,20
1797,4796,1,0.9,20
1798,4796,1,1.1,20
1800,4796,1,1.7,20
1801,4796,1,0.2,20
1802,4796,1,0.7,20
1803,4798,1,1.5,20
1804,4800,1,0,20
1805,4800,1,2.7,20
1807,4800,1,4.4,20
1809,4800,1,0.5,20
1810,4800,1,1.1,20
1811,4800,1,2.2,20
1812,4800,1,0.7,20
1813,4801,1,2.8,20
1814,4801,1,0.8,20
1815,4801,1,0.9,20
1816,4806,1,3.5,20
1817,4806,1,2.4,20
1818,4806,1,2.5,20
1820,4806,1,2.5,20
1821,4808,1,0.3,20
1822,4808,1,0.4,20
1823,4808,1,0.2,20
1824,4808,1,0.7,20
1825,4808,1,1.3,20
1826,4808,1,1.4,20
1827,4808,1,0.1,20
1828,4817,1,0.6,20
1829,4817,1,0.7,20
1834,4818,1,0.1,20
1835,4818,1,1.8,20
1836,4818,1,1.5,20
1837,4818,1,1.6,20
1838,4818,1,0.1,20
1839,4818,1,0.1,20
1840,4818,1,1.2,20
1842,4819,1,0.6,20
1844,4819,1,3,20
1845,4822,1,3.1,20
1846,4824,1,3.2,20
1847,4825,1,2.3,20
1848,4825,1,1.3,20
1849,4829,1,0.2,20
1850,4829,1,0.1,20
1851,4829,1,1.2,20
1852,4829,1,1.1,20
1853,4829,1,0.5,20
1854,4830,1,1.2,20
1855,4830,1,0.5,20
1856,4838,1,0.9,20
1857,4841,1,2.2,20
1858,4843,1,0.5,20
1859,4843,1,2,20
1888,4849,1,0.9,20
1895,4863,1,0.3,20
1896,4904,1,1.1,20
1897,4906,1,0.3,20
1898,4906,1,0.7,20
1899,4906,1,1.4,20
1900,4906,1,2.2,20
1902,4907,1,3.6,20
1903,4917,1,1.5,20
1904,4917,1,3.8,20
1905,4917,1,3.3,20
1906,4918,1,1.1,20
1907,4918,1,0.3,20
1908,4918,1,1.3,20
1909,4918,1,2.2,20
1910,4918,1,0.5,20
1911,4918,1,1.1,20
1912,4919,1,2.2,20
1913,4931,1,2.5,20
1914,4932,1,2.4,20
1915,4932,1,2.8,20
1916,4936,1,1.7,20
1917,4936,1,2.5,20
1920,4937,1,0.7,20
1921,4938,1,2.3,20
1922,4938,1,3.4,20
1923,4938,1,2.4,20
1924,4938,1,3.6,20
1926,4939,1,1,20
1927,4939,1,0.7,20
1928,4939,1,1.3,20
1929,4944,1,1.3,20
1930,4945,1,0.6,20
1931,4945,1,0.1,20
1932,4945,1,0.7,20
1933,4945,1,0.8,20
1934,4945,1,0.5,20
1935,4952,1,2,20
1936,4952,1,0.2,20
1937,4952,1,0.4,20
1938,4952,1,0.4,20
1939,4953,1,0.5,20
1940,4953,1,1,20
1941,4953,1,0.7,20
1942,4953,1,1.4,20
1943,4953,1,0.3,20
1944,4953,1,1.5,20
1945,4953,1,0,20
1946,4953,1,1.3,20
1947,4953,1,1.5,20
1948,4953,1,0.3,20
1949,4954,1,0,20
1950,4954,1,0.5,20
1951,4954,1,0.6,20
1952,4954,1,2,20
1953,4954,1,0.6,20
1954,4954,1,0.5,20
1955,4957,1,0.8,20
1956,4958,1,0.5,20
1957,4958,1,1,20
1958,4960,1,0.1,20
1959,4965,1,0.3,20
1960,4968,1,0.5,20
1961,4968,1,1.1,20
1971,4985,1,0.4,20
1974,4988,1,1.2,20
1975,4989,1,1.2,20
1976,4989,1,2.3,20
1977,4989,1,2,20
1978,4989,1,0.3,20
1979,4989,1,0.7,20
1980,4996,1,1.2,20
1981,4996,1,3.5,20
1982,4996,1,1.3,20
1983,4996,1,0.4,20
1984,4996,1,1,20
1985,5000,1,0.4,20
1986,5000,1,2.8,20
1987,5000,1,0.4,20
1988,5000,1,0.3,20
1989,5001,1,2.3,20
1990,5001,1,2.1,20
1991,5006,1,1.3,20
1992,5016,1,1.1,20
1993,5016,1,2.4,20
1994,5016,1,0.8,20
1996,5021,1,0.5,20
1998,5024,1,2.4,20
1999,5024,1,2.5,20
2000,5024,1,5.2,20
2001,5024,1,4.2,20
2002,5024,1,3.9,20
2005,5025,1,1.3,20
2006,5025,1,1,20
2008,5031,1,3.3,20
2009,5031,1,2.8,20
2010,5031,1,2.4,20
2013,5032,1,0.9,20
2014,5032,1,3.3,20
2015,5032,1,2.3,20
2023,5037,1,2.4,20
2024,5037,1,1.1,20
2038,5039,1,5,20
2040,5039,1,1.4,20
2049,5040,1,0.1,20
2084,5081,1,5.5,20
2085,5081,1,5.4,20
2089,5091,1,0.5,20
2090,5091,1,0.9,20
2091,5091,1,1.8,20
2092,5116,1,1.6,20
2093,5116,1,1.2,20
2094,5116,1,2,20
2095,5124,1,1.5,20
2096,5131,1,5,20
2097,5131,1,10,20
2098,5133,1,3.6,20
2099,5135,1,3.5,20
2100,5136,1,7,20
2101,5136,1,6.5,20
2102,5138,1,0,20
2103,5142,1,1.2,20
2104,5146,1,0.4,20
2105,5150,1,0.7,20
2106,5153,1,0.4,20
2107,5153,1,0.7,20
2108,5159,1,0.1,20
2109,5160,1,1,20
2110,5160,1,0.3,20
2111,5162,1,1.7,20
2112,5162,1,0.6,20
2113,5163,1,0.1,20
2114,5163,1,0,20
2115,5164,1,1.4,20
2118,5166,1,0.1,20
2119,5166,1,0.6,20
2120,5166,1,1.3,20
2121,5167,1,1.1,20
2122,5168,1,1.1,20
2123,5168,1,1.4,20
2127,5171,1,2.3,20
2128,5171,1,1.7,20
2129,5171,1,2.2,20
2130,5171,1,2.3,20
2131,5171,1,2.6,20
2134,5171,1,2.7,20
2136,5176,1,2.5,20
2137,5176,1,1.4,20
2139,5185,1,1.9,20
2140,5185,1,2.2,20
2143,5186,1,0.1,20
2144,5190,1,0.8,20
2146,5197,1,0.2,20
2147,5198,1,0.3,20
2148,5199,1,1.4,20
2149,5200,1,3.6,20
2150,5202,1,1.1,20
2151,5206,1,0.2,20
2152,5209,1,0.4,20
2153,5210,1,0.4,20
2154,5210,1,0.4,20
2155,5210,1,1.5,20
2156,5210,1,2.6,20
2157,5210,1,3.3,20
2158,5211,1,0.5,20
2159,5211,1,0.7,20
2160,5211,1,1.9,20
2161,5211,1,0.7,20
2162,5211,1,2.2,20
2164,5215,1,1.4,20
2165,5215,1,1.5,20
2168,5225,1,0.1,20
2169,5225,1,0,20
2170,5226,1,2.1,20
2171,5226,1,0.8,20
2172,5228,1,1.6,20
2174,5228,1,3.5,20
2176,5237,1,2.3,20
2188,5280,1,4.5,20
2189,5280,1,3.8,20
2187,5281,1,2.3,20
2190,5283,1,2.1,20
2191,5285,1,2.5,20
2192,5285,1,1.8,20
2194,5285,1,3.7,20
2195,5286,1,0.2,20
2200,5286,1,2.3,20
2209,5296,1,1.7,20
2210,5303,1,1.3,20
2211,5303,1,1.5,20
2212,5303,1,1.4,20
2213,5303,1,1.4,20
2215,5304,1,2.4,20
2217,5304,1,2.3,20
2218,5304,1,1.9,20
2219,5304,1,0.5,20
2220,5304,1,1.1,20
2221,5304,1,3.4,20
2223,5305,1,1.2,20
2224,5305,1,2.9,20
2226,5308,1,1.6,20
2227,5313,1,1.4,20
2228,5313,1,1.8,20
2229,5313,1,3.4,20
2230,5313,1,2.9,20
2231,5313,1,3.1,20
2232,5313,1,1.9,20
2233,5313,1,6,20
2235,5313,1,5.2,20
2236,5313,1,4.6,20
2237,5313,1,4,20
2238,5313,1,3.2,20
2258,5356,1,1.7,20
2259,5356,1,0.8,20
2260,5358,1,3.3,20
2261,5367,1,2.2,20
2262,5367,1,1.7,20
2263,5367,1,1.6,20
2264,5372,1,1.7,20
2265,5372,1,1.5,20
2266,5372,1,0.6,20
2270,5372,1,5.5,20
2271,5372,1,5.5,20
2272,5374,1,0.4,20
2273,5374,1,0.6,20
2279,5386,1,3,20
2280,5386,1,1.7,20
2281,5387,1,1.2,20
2282,5387,1,3.3,20
2283,5387,1,3.3,20
2286,5388,1,0.3,20
2287,5388,1,0.8,20
2300,5394,1,0.7,20
2301,5394,1,0.4,20
2302,5394,1,1.3,20
2311,5395,1,4.5,20
2312,5395,1,4.2,20
2313,5395,1,4,20
2320,5396,1,0,20
2331,5398,1,2.4,20
2241,5428,1,0.4,20
2242,5430,1,0.8,20
2243,5430,1,4.5,20
2244,5431,1,2.5,20
2245,5431,1,5,20
2246,5431,1,7,20
2247,5431,1,7.5,20
2248,5431,1,7,20
2249,5432,1,6,20
2251,5432,1,4.5,20
2252,5439,1,0.4,20
2253,5440,1,1.3,20
2387,5470,1,2.8,20
2389,5484,1,1.6,20
2390,5484,1,1.1,20
2398,5493,1,0.3,20
2399,5493,1,0.3,20
2400,5493,1,0.5,20
2401,5493,1,3.5,20
2402,5512,1,1.2,20
2403,5512,1,1.4,20
2405,5512,1,1.5,20
2406,5512,1,2,20
2407,5513,1,2.8,20
2409,5514,1,1.8,20
2410,5514,1,2.5,20
2411,5515,1,1.5,20
2412,5515,1,1.8,20
2413,5516,1,1.6,20
2414,5516,1,2.3,20
2416,5517,1,1.3,20
2418,5518,1,2,20
2419,5518,1,2.6,20
2420,5518,1,2.4,20
2421,5519,1,3.6,20
2422,5519,1,3.8,20
2423,5519,1,4.8,20
2424,5519,1,4.8,20
2425,5519,1,2.5,20
2426,5520,1,2.5,20
2427,5520,1,2.4,20
2428,5522,1,1.2,20
2429,5522,1,1.6,20
2430,5522,1,1.2,20
2433,5566,1,0.2,20
2434,5566,1,1.1,20
2435,5566,1,1.2,20
2437,5567,1,2.3,20
2438,5567,1,0.1,20
2439,5567,1,0.3,20
2440,5567,1,1.5,20
2441,5567,1,1.3,20
2442,5567,1,1.6,20
2443,5567,1,0.9,20
2444,5567,1,3.5,20
2445,5567,1,4.8,20
2446,5574,1,2.3,20
2447,5574,1,5.5,20
2448,5574,1,4,20
2449,5574,1,3.8,20
2451,5592,1,0.1,20
2452,5629,1,1.5,20
2453,5629,1,3.5,20
2454,5629,1,3.6,20
2455,5629,1,0.1,20
2456,5630,1,2.4,20
2457,5630,1,2.4,20
2458,5631,1,0.5,20
2459,5631,1,0.5,20
2460,5631,1,0.7,20
2461,5632,1,0.2,20
2462,5638,1,1.6,20
2463,5638,1,3.5,20
2464,5638,1,2.5,20
2465,5638,1,2.8,20
2466,5638,1,3.4,20
2467,5638,1,3.8,20
2468,5638,1,3.5,20
2469,5638,1,2.4,20
2470,5638,1,0.6,20
2471,5638,1,0.5,20
2472,5638,1,1.3,20
2473,5638,1,2.3,20
2474,5643,1,0.6,20
2475,5643,1,1.4,20
2476,5643,1,1.6,20
2477,5643,1,1.7,20
2478,5643,1,1.2,20
2479,5643,1,1.2,20
2480,5643,1,2.1,20
2481,5643,1,1.3,20
2482,5643,1,2.3,20
2483,5643,1,2.5,20
2484,5647,1,3.4,20
2485,5647,1,2.8,20
2486,5647,1,1.3,20
2487,5647,1,1.2,20
2488,5647,1,0.4,20
2489,5647,1,0.4,20
2490,5647,1,1.3,20
2491,5648,1,2.3,20
2492,5648,1,1.2,20
2493,5648,1,0.9,20
2494,5648,1,0.5,20
2495,5648,1,1,20
2496,5648,1,1.4,20
2497,5648,1,1.5,20
2498,5649,1,0.5,20
2499,5649,1,1.1,20
2500,5649,1,2.4,20
2501,5650,1,0.2,20
2502,5650,1,1.1,20
2503,5650,1,0.9,20
2505,5660,1,2.4,20
2506,5661,1,1.5,20
2507,5661,1,3,20
2508,5661,1,3,20
2509,5661,1,3,20
2510,5661,1,2.6,20
2511,5661,1,1.7,20
2512,5661,1,0.3,20
2513,5661,1,0,20
2524,5669,1,3.5,20
2525,5669,1,3.5,20
2526,5669,1,3.6,20
2527,5669,1,3.6,20
2528,5669,1,2.8,20
2529,5669,1,1.8,20
2530,5670,1,0.6,20
2531,5670,1,1.5,20
2532,5670,1,3.6,20
2533,5676,1,2.7,20
2534,5676,1,2.8,20
2535,5676,1,3.2,20
2537,5676,1,4.8,20
2538,5676,1,6,20
2539,5676,1,5.7,20
2540,5676,1,6.4,20
2541,5676,1,6.4,20
2542,5676,1,6.5,20
2543,5676,1,6,20
2544,5676,1,6,20
2545,5676,1,5.5,20
2546,5676,1,4.8,20
2547,5676,1,4.8,20
2548,5676,1,4.7,20
2549,5676,1,4.6,20
2550,5676,1,3.5,20
2551,5676,1,3.5,20
2552,5676,1,3,20
2554,5678,1,3.9,20
2555,5678,1,6.1,20
2556,5678,1,6.2,20
