join_tr_se,transect,join_sec,lat,lon,ele,time,species,mark,distance,slope,veg_height,observer,join_ufcm
2535,TR144,A,-54.75190496,158.80697,169.320633,2018-03-01T06:04:21Z,WHP,B,3.6,D,S,PP,8
2515,TR144,A,-54.75211401,158.807208,169.390686,2018-03-01T06:05:43Z,WHP,B,1.5,D,S,PP,5
2517,TR144,A,-54.75503099,158.809513,202.854828,2018-03-01T06:15:24Z,WHP,B,0,D,S,PP,5
2505,TR143,A,-54.75663504,158.805268,278.865082,2018-03-01T05:29:19Z,WHP,B,0.1,D,S,PP,8
2505,TR143,A,-54.756643,158.805312,279.673065,2018-03-01T05:29:33Z,WHP,B,2.9,D,S,PP,8
2505,TR143,A,-54.75665096,158.805284,278.04425,2018-03-01T05:28:51Z,WHP,B,1.6,D,S,PP,8
2505,TR143,A,-54.75665004,158.805289,277.578705,2018-03-01T05:28:54Z,WHP,B,2.5,D,S,PP,8
2505,TR143,A,-54.75663302,158.805231,277.221283,2018-03-01T05:30:23Z,WHP,B,3.9,D,S,PP,8
2505,TR143,A,-54.756629,158.805223,278.616943,2018-03-01T05:30:26Z,WHP,B,4.8,D,S,PP,8
2505,TR143,A,-54.75662196,158.80533,278.439331,2018-03-01T05:29:52Z,WHP,B,2.3,D,S,PP,8
2505,TR143,A,-54.75663504,158.805255,278.424683,2018-03-01T05:30:07Z,WHP,B,1.2,D,S,PP,8
2511,TR143,A,-54.75660101,158.805312,279.335815,2018-03-01T05:31:33Z,WHP,B,1.8,D,S,PP,4
2506,TR143,A,-54.75571403,158.805593,221.733688,2018-03-01T05:33:41Z,WHP,B,1,D,S,PP,8
2505,TR143,A,-54.75662397,158.805259,275.029663,2018-03-01T05:30:53Z,WHP,B,0.1,D,S,PP,8
2511,TR143,A,-54.75660201,158.805311,284.7854,2018-03-01T05:31:26Z,WHP,B,3.4,D,S,PP,4
2506,TR143,A,-54.75566399,158.805552,221.797638,2018-03-01T05:35:36Z,WHP,B,1.2,D,S,PP,8
2506,TR143,A,-54.75566299,158.80556,216.59256,2018-03-01T05:34:11Z,WHP,B,3.6,D,S,PP,8
2506,TR143,A,-54.75566399,158.805561,214.264938,2018-03-01T05:34:18Z,WHP,B,4.8,D,S,PP,8
2365,TR130,A,-54.57405003,158.873957,189.43454,2018-02-11T05:03:05Z,WHP,B,1.2,U,S,JB,3
2365,TR130,A,-54.57409898,158.874049,187.231506,2018-02-11T05:01:56Z,WHP,B,5.4,U,S,JB,3
2356,TR129,A,-54.57736197,158.86816,145.638062,2018-02-11T04:12:43Z,WHP,B,12,D,S,JB,8
2353,TR129,A,-54.57733196,158.868507,144.172119,2018-02-11T04:14:14Z,WHP,B,0.2,D,S,JB,1
2356,TR129,A,-54.57758602,158.867862,154.25766,2018-02-11T04:10:52Z,WHP,B,4,D,S,JB,8
2356,TR129,A,-54.57759197,158.867964,155.530685,2018-02-11T04:11:12Z,WHP,B,1.3,U,S,JB,8
2353,TR129,A,-54.57707698,158.868885,121.825943,2018-02-11T04:16:40Z,WHP,B,2.3,D,S,JB,1
2353,TR129,A,-54.57707204,158.868902,122.07785,2018-02-11T04:16:57Z,WHP,B,3.5,D,S,JB,1
2353,TR129,A,-54.57732299,158.868537,143.051483,2018-02-11T04:14:36Z,WHP,B,4,D,S,JB,1
2353,TR129,A,-54.57733397,158.868552,143.133347,2018-02-11T04:14:40Z,WHP,B,2.2,D,S,JB,1
2353,TR129,A,-54.57704597,158.868923,121.153679,2018-02-11T04:19:09Z,WHP,B,3,D,S,JB,1
2353,TR129,A,-54.57704396,158.868919,120.822166,2018-02-11T04:19:12Z,WHP,B,4.3,D,S,JB,1
2353,TR129,A,-54.57706701,158.868894,122.07785,2018-02-11T04:16:59Z,WHP,B,3.4,D,S,JB,1
2353,TR129,A,-54.57706198,158.868913,122.080147,2018-02-11T04:17:17Z,WHP,B,0.5,D,S,JB,1
2365,TR130,A,-54.57409403,158.874069,187.231506,2018-02-11T05:01:26Z,WHP,B,6.2,U,S,JB,3
2365,TR130,A,-54.57409303,158.874039,186.756561,2018-02-11T05:01:09Z,WHP,B,4.4,U,S,JB,3
2342,TR128,A,-54.57902301,158.864705,183.452499,2018-02-11T03:32:21Z,WHP,B,20,U,S,JB,5
2342,TR128,A,-54.57901496,158.864732,183.449448,2018-02-11T03:32:32Z,WHP,B,17,U,S,JB,5
2342,TR128,A,-54.57909702,158.86469,182.97876,2018-02-11T03:31:55Z,WHP,B,20,U,S,JB,5
2342,TR128,A,-54.57908504,158.864698,183.460526,2018-02-11T03:32:05Z,WHP,B,19.5,U,S,JB,5
2343,TR128,A,-54.57898898,158.864803,179.352692,2018-02-11T03:33:13Z,WHP,B,18,U,S,JB,5
2350,TR129,A,-54.57860601,158.86593,172.274506,2018-02-11T04:00:50Z,WHP,B,2.4,D,S,JB,2
2344,TR128,A,-54.57902603,158.864796,180.973572,2018-02-11T03:32:48Z,WHP,B,16,U,S,JB,1
2344,TR128,A,-54.57903299,158.864799,180.360764,2018-02-11T03:32:51Z,WHP,B,16,U,S,JB,1
2347,TR129,A,-54.57806999,158.867,161.675049,2018-02-11T04:05:18Z,WHP,B,2.1,D,S,JB,5
2347,TR129,A,-54.57806203,158.866985,161.166901,2018-02-11T04:05:32Z,WHP,B,4.5,D,S,JB,5
2350,TR129,A,-54.57856896,158.865937,172.27301,2018-02-11T04:01:00Z,WHP,B,5.4,D,S,JB,2
2352,TR129,A,-54.57807904,158.866908,162.129593,2018-02-11T04:04:18Z,WHP,B,4.2,D,S,JB,1
2356,TR129,A,-54.57780998,158.867609,158.82225,2018-02-11T04:08:49Z,WHP,B,0.4,D,S,JB,8
2356,TR129,A,-54.57779003,158.867611,158.314117,2018-02-11T04:09:19Z,WHP,B,2.1,D,S,JB,8
2347,TR129,A,-54.57806102,158.866992,160.60051,2018-02-11T04:06:01Z,WHP,B,2,D,S,JB,5
2347,TR129,A,-54.57800796,158.867344,159.34462,2018-02-11T04:07:23Z,WHP,B,1.8,U,S,JB,5
2430,TR136,B,-54.74315702,158.80001,163.24324,2018-02-23T03:24:58Z,WHP,B,3.5,U,T,JB,5
2430,TR136,B,-54.74317202,158.800136,164.835175,2018-02-23T03:26:29Z,WHP,B,3.5,U,T,JB,5
2431,TR136,C,-54.74319097,158.799987,161.728806,2018-02-23T03:22:48Z,WHP,B,0.2,U,S,JB,5
2430,TR136,B,-54.743182,158.800005,163.258026,2018-02-23T03:24:39Z,WHP,B,1.2,U,T,JB,5
2438,TR137,A,-54.74490599,158.807695,250.858002,2018-02-23T04:09:56Z,WHP,B,3.4,U,S,JB,8
2438,TR137,A,-54.74488302,158.807598,250.895828,2018-02-23T04:09:34Z,WHP,B,0,U,S,JB,8
2438,TR137,A,-54.74490498,158.807689,250.863159,2018-02-23T04:09:52Z,WHP,B,4.6,U,S,JB,8
2438,TR137,A,-54.74489802,158.807676,251.920471,2018-02-23T04:10:55Z,WHP,B,0.5,U,S,JB,8
2438,TR137,A,-54.74491898,158.807704,252.499939,2018-02-23T04:11:19Z,WHP,B,3.5,U,S,JB,8
2422,TR136,A,-54.742966,158.801245,178.938004,2018-02-23T03:30:42Z,WHP,B,3.5,U,S,JB,5
2422,TR136,A,-54.74296298,158.801241,178.902283,2018-02-23T03:30:44Z,WHP,B,3,U,S,JB,5
2422,TR136,A,-54.74300296,158.801154,176.806015,2018-02-23T03:30:04Z,WHP,B,0.3,U,S,JB,5
2422,TR136,A,-54.74296901,158.801232,177.210403,2018-02-23T03:30:16Z,WHP,B,2.4,D,S,JB,5
2428,TR136,A,-54.74279199,158.802667,199.853577,2018-02-23T03:34:47Z,WHP,B,2.6,U,S,JB,3
2425,TR136,A,-54.74274597,158.804097,209.807205,2018-02-23T03:37:35Z,WHP,B,2.3,U,S,JB,5
2438,TR137,A,-54.74487799,158.807603,250.471176,2018-02-23T04:09:11Z,WHP,B,4,U,S,JB,8
2438,TR137,A,-54.74478403,158.807604,245.224884,2018-02-23T04:07:12Z,WHP,B,5.5,U,S,JB,8
2476,TR141,B,-54.77112802,158.812454,275.865479,2018-02-24T00:42:05Z,WHP,B,2.5,U,S,JB,8
2476,TR141,B,-54.77113296,158.81259,275.753357,2018-02-24T00:42:39Z,WHP,B,4,U,S,JB,8
2476,TR141,B,-54.77110899,158.812096,276.628693,2018-02-24T00:40:52Z,WHP,B,2.7,U,S,JB,8
