join_tr_se,transect,join_sec,lat,lon,ele,time,distance,slope,veg_height,observer,join_ufcm
2167,TR115,A,-54.63789599,158.838281,267.976532,2018-02-09T06:08:48Z,0.3,D,S,JB,2
2183,TR115,A,-54.63781703,158.838686,266.980133,2018-02-09T06:09:40Z,0.1,D,S,JB,8
2167,TR115,A,-54.63790303,158.838308,267.958862,2018-02-09T06:08:17Z,1,D,S,JB,2
2167,TR115,A,-54.63791602,158.838296,267.965485,2018-02-09T06:08:23Z,1.7,D,S,JB,2
2167,TR115,A,-54.63809296,158.837454,273.825378,2018-02-09T05:58:06Z,1.2,D,S,JB,2
2167,TR115,A,-54.63807997,158.837441,274.332581,2018-02-09T05:59:02Z,0.3,D,S,JB,2
2167,TR115,A,-54.63809397,158.837408,275.457611,2018-02-09T05:57:14Z,0.6,D,S,JB,2
2167,TR115,A,-54.63809799,158.837426,274.299408,2018-02-09T05:57:28Z,0.7,D,S,JB,2
2167,TR115,A,-54.63807402,158.837456,274.339386,2018-02-09T05:59:37Z,0.9,D,S,JB,2
2167,TR115,A,-54.63806799,158.837448,274.343262,2018-02-09T05:59:54Z,1.4,D,S,JB,2
2167,TR115,A,-54.63808098,158.837443,274.336212,2018-02-09T05:59:16Z,0,D,S,JB,2
2167,TR115,A,-54.638085,158.83745,274.336212,2018-02-09T05:59:25Z,1.1,D,S,JB,2
2167,TR115,A,-54.63806598,158.837473,272.945587,2018-02-09T06:01:42Z,0.1,D,S,JB,2
2167,TR115,A,-54.63806799,158.837476,272.956085,2018-02-09T06:02:09Z,2.2,D,S,JB,2
2167,TR115,A,-54.63806899,158.837459,274.347198,2018-02-09T05:59:58Z,1.4,D,S,JB,2
2167,TR115,A,-54.63806799,158.837468,272.945587,2018-02-09T06:01:40Z,0.1,D,S,JB,2
2167,TR115,A,-54.63804804,158.837498,274.198212,2018-02-09T06:03:30Z,0.1,D,S,JB,2
2167,TR115,A,-54.63807302,158.837482,272.959473,2018-02-09T06:02:12Z,2.1,D,S,JB,2
2234,TR118,A,-54.59953303,158.881963,223.706146,2018-02-10T04:18:54Z,3.5,U,S,PP,5
2236,TR118,A,-54.59849099,158.881134,213.14064,2018-02-10T04:21:28Z,5.8,U,S,PP,5
2234,TR118,A,-54.59954199,158.882042,222.597977,2018-02-10T04:18:16Z,3.5,U,S,PP,5
2234,TR118,A,-54.59953998,158.882038,222.597977,2018-02-10T04:18:22Z,3.3,U,S,PP,5
2236,TR118,A,-54.59842703,158.881159,211.018707,2018-02-10T04:22:10Z,2.5,U,S,PP,5
2236,TR118,A,-54.59842896,158.881105,213.073807,2018-02-10T04:22:49Z,3.5,U,S,PP,5
2236,TR118,A,-54.59848202,158.881131,213.023575,2018-02-10T04:21:37Z,5.3,U,S,PP,5
2236,TR118,A,-54.59843198,158.881155,211.086761,2018-02-10T04:22:06Z,2.3,U,S,PP,5
2236,TR118,A,-54.598176,158.880942,209.060242,2018-02-10T04:29:05Z,1.5,U,S,PP,5
2236,TR118,A,-54.59819502,158.880896,209.0298,2018-02-10T04:29:31Z,2.7,U,S,PP,5
2236,TR118,A,-54.59823098,158.881016,206.47319,2018-02-10T04:28:07Z,0.8,U,S,PP,5
2236,TR118,A,-54.59707503,158.880092,226.38089,2018-02-10T04:34:21Z,1.2,U,S,PP,5
2236,TR118,A,-54.59707302,158.880086,227.640686,2018-02-10T04:34:36Z,1.8,U,S,PP,5
2236,TR118,A,-54.59769999,158.880529,217.583267,2018-02-10T04:31:04Z,1.2,U,S,PP,5
2195,TR116,A,-54.60316398,158.879317,270.243317,2018-02-10T02:31:52Z,4.7,U,S,PP,5
2199,TR116,A,-54.60326197,158.881037,251.934647,2018-02-10T02:28:03Z,3.5,D,S,PP,2
2195,TR116,A,-54.60323003,158.879425,271.728882,2018-02-10T02:31:14Z,3.6,U,S,PP,5
2226,TR117,A,-54.60191701,158.877621,283.648499,2018-02-10T03:17:07Z,1.8,D,S,PP,2
2226,TR117,A,-54.60192103,158.877619,283.626221,2018-02-10T03:17:11Z,1.2,D,S,PP,2
2226,TR117,A,-54.60191701,158.877615,280.13089,2018-02-10T03:17:01Z,1.8,D,S,PP,2
2226,TR117,A,-54.60191801,158.877622,282.461578,2018-02-10T03:17:04Z,1.6,D,S,PP,2
2226,TR117,A,-54.60173897,158.878009,272.539429,2018-02-10T03:19:02Z,1.2,D,S,PP,2
2226,TR117,A,-54.60191399,158.877634,281.140594,2018-02-10T03:17:51Z,1.2,D,S,PP,2
2219,TR117,A,-54.60125299,158.879096,257.81131,2018-02-10T03:30:28Z,0.5,D,S,PP,5
2219,TR117,A,-54.60129096,158.879015,257.77652,2018-02-10T03:22:24Z,0.2,D,S,PP,5
2219,TR117,A,-54.60129297,158.879018,257.77652,2018-02-10T03:22:28Z,0.8,D,S,PP,5
2179,TR115,A,-54.63301697,158.854137,194.685287,2018-02-09T06:48:47Z,0.4,D,S,JB,3
2179,TR115,A,-54.63302099,158.85414,194.685776,2018-02-09T06:48:49Z,0.7,D,S,JB,3
2173,TR115,A,-54.63382197,158.851885,191.940765,2018-02-09T06:45:51Z,1.1,D,S,JB,2
2179,TR115,A,-54.633023,158.854128,194.685287,2018-02-09T06:48:42Z,0,D,S,JB,3
2194,TR116,A,-54.60392104,158.891515,119.553238,2018-02-10T02:05:06Z,0.2,U,S,PP,5
2194,TR116,A,-54.60392204,158.891511,119.553238,2018-02-10T02:05:10Z,0.4,U,S,PP,5
2179,TR115,A,-54.63301797,158.854122,194.685837,2018-02-09T06:48:54Z,0.8,D,S,JB,3
2194,TR116,A,-54.60392104,158.891515,119.553238,2018-02-10T02:05:01Z,0.1,U,S,PP,5
2194,TR116,A,-54.60385004,158.890902,130.104034,2018-02-10T02:08:06Z,1.4,U,S,PP,5
2196,TR116,A,-54.60370101,158.888715,154.668686,2018-02-10T02:11:42Z,0.5,U,S,PP,2
2194,TR116,A,-54.60392104,158.891518,120.016029,2018-02-10T02:06:00Z,1,U,S,PP,5
2194,TR116,A,-54.60392799,158.891495,120.53495,2018-02-10T02:06:37Z,2.4,U,S,PP,5
2199,TR116,A,-54.603253,158.881291,249.622467,2018-02-10T02:26:34Z,2.5,U,S,PP,2
2199,TR116,A,-54.603253,158.881073,250.79834,2018-02-10T02:27:46Z,2.3,D,S,PP,2
2199,TR116,A,-54.603254,158.881293,247.944519,2018-02-10T02:26:24Z,2.5,U,S,PP,2
2199,TR116,A,-54.60325099,158.881296,249.653,2018-02-10T02:26:33Z,2.4,U,S,PP,2
2162,TR115,A,-54.63494296,158.849357,212.600235,2018-02-09T06:38:59Z,0.2,D,S,JB,5
2162,TR115,A,-54.63495503,158.849327,213.616699,2018-02-09T06:38:23Z,0.4,D,S,JB,5
2162,TR115,A,-54.63495201,158.849326,213.616577,2018-02-09T06:38:26Z,0.3,D,S,JB,5
2162,TR115,A,-54.63467298,158.849904,200.136429,2018-02-09T06:40:40Z,3.1,D,S,JB,5
2162,TR115,A,-54.63465697,158.849923,200.14064,2018-02-09T06:40:46Z,2.1,D,S,JB,5
2162,TR115,A,-54.63493802,158.84935,211.522064,2018-02-09T06:39:11Z,1.9,D,S,JB,5
2162,TR115,A,-54.63452898,158.850265,196.559418,2018-02-09T06:42:29Z,1.8,D,S,JB,5
2162,TR115,A,-54.63453501,158.850281,196.561707,2018-02-09T06:42:42Z,0.5,D,S,JB,5
2162,TR115,A,-54.63466602,158.849959,199.631927,2018-02-09T06:41:06Z,1.4,D,S,JB,5
2162,TR115,A,-54.63455698,158.850272,197.622879,2018-02-09T06:42:11Z,1.4,D,S,JB,5
2178,TR115,A,-54.63388902,158.851697,191.395477,2018-02-09T06:45:19Z,1.2,D,S,JB,3
2173,TR115,A,-54.63382297,158.851885,191.940765,2018-02-09T06:45:49Z,1.3,D,S,JB,2
2162,TR115,A,-54.634518,158.85032,196.030594,2018-02-09T06:43:17Z,0.4,D,S,JB,5
2162,TR115,A,-54.63447802,158.850424,194.981247,2018-02-09T06:43:39Z,1.1,D,S,JB,5
1925,TR105,A,-54.61223697,158.844181,201.086411,2018-02-08T04:47:58Z,2.5,D,S,JB,8
1925,TR105,A,-54.61224502,158.844156,201.068176,2018-02-08T04:47:36Z,1.2,D,S,JB,8
1925,TR105,A,-54.61226203,158.844151,201.073898,2018-02-08T04:47:45Z,0.1,D,S,JB,8
1919,TR105,A,-54.61006103,158.849792,214.49585,2018-02-08T05:01:42Z,1,F,S,JB,2
1919,TR105,A,-54.61005701,158.849794,214.49585,2018-02-08T05:01:51Z,1.5,F,S,JB,2
1925,TR105,A,-54.61225701,158.844204,198.958008,2018-02-08T04:49:27Z,0.1,D,S,JB,8
1925,TR105,A,-54.61224804,158.844189,198.963074,2018-02-08T04:50:11Z,1.8,D,S,JB,8
1919,TR105,A,-54.61007796,158.849812,214.513107,2018-02-08T05:02:21Z,1.4,F,S,JB,2
1920,TR105,A,-54.60992499,158.850773,213.580475,2018-02-08T05:04:31Z,1.4,F,S,JB,2
1919,TR105,A,-54.61004603,158.849784,214.503235,2018-02-08T05:02:06Z,2.5,F,S,JB,2
1919,TR105,A,-54.61007603,158.849802,214.509918,2018-02-08T05:02:16Z,1.6,F,S,JB,2
1920,TR105,A,-54.60992801,158.850782,214.585083,2018-02-08T05:04:53Z,2.2,F,S,JB,2
1920,TR105,A,-54.60992499,158.850782,214.585083,2018-02-08T05:05:00Z,1.6,F,S,JB,2
1920,TR105,A,-54.609926,158.850773,213.58139,2018-02-08T05:04:41Z,1.5,F,S,JB,2
1920,TR105,A,-54.60992801,158.850778,213.58139,2018-02-08T05:04:47Z,1.9,F,S,JB,2
1800,TR102,A,-54.61871199,158.852348,189.97464,2018-02-08T03:16:00Z,1.1,U,S,JB,5
1801,TR102,A,-54.61818301,158.852098,197.746017,2018-02-08T03:17:46Z,0.2,U,S,JB,5
1820,TR102,A,-54.62031604,158.857344,250.023361,2018-02-08T03:05:47Z,3,D,S,JB,2
1800,TR102,A,-54.61876698,158.852443,189.976593,2018-02-08T03:14:50Z,2,F,S,JB,5
1888,TR103,A,-54.61440998,158.847466,180.927246,2018-02-08T03:55:08Z,0.6,F,S,JB,5
1888,TR103,A,-54.61439196,158.847454,180.931931,2018-02-08T03:55:50Z,0.4,F,S,JB,5
1912,TR104,A,-54.61270904,158.843076,202.260391,2018-02-08T04:25:18Z,0.2,D,S,JB,8
1912,TR104,A,-54.61246203,158.843268,210.718735,2018-02-08T04:27:05Z,0.1,D,S,JB,8
1889,TR103,A,-54.61419096,158.846883,179.386368,2018-02-08T03:57:09Z,1.3,F,S,JB,5
1911,TR104,A,-54.61289302,158.842939,196.582565,2018-02-08T04:23:06Z,1.1,D,S,JB,8
1925,TR105,A,-54.61225298,158.844143,201.059784,2018-02-08T04:46:56Z,1.1,D,S,JB,8
1925,TR105,A,-54.61225399,158.844129,201.062759,2018-02-08T04:47:21Z,0.4,D,S,JB,8
1925,TR105,A,-54.61226698,158.844138,201.050522,2018-02-08T04:46:45Z,1,D,S,JB,8
1820,TR102,A,-54.62036197,158.857961,252.211456,2018-02-08T03:01:32Z,0.5,D,S,JB,2
1820,TR102,A,-54.62034998,158.857966,251.638519,2018-02-08T03:01:39Z,1.4,D,S,JB,2
1820,TR102,A,-54.62034898,158.857817,250.627411,2018-02-08T03:02:25Z,1.2,D,S,JB,2
1820,TR102,A,-54.62036398,158.857809,250.625732,2018-02-08T03:02:54Z,3.2,D,S,JB,2
1820,TR102,A,-54.62035099,158.857817,250.627441,2018-02-08T03:02:16Z,1.2,D,S,JB,2
1820,TR102,A,-54.62034898,158.857816,250.627411,2018-02-08T03:02:19Z,0.7,D,S,JB,2
1820,TR102,A,-54.62035501,158.857802,251.912766,2018-02-08T03:03:28Z,1.2,D,S,JB,2
1820,TR102,A,-54.62035401,158.857794,251.911957,2018-02-08T03:03:37Z,0.3,D,S,JB,2
1820,TR102,A,-54.62036197,158.857801,251.914658,2018-02-08T03:03:11Z,2.9,D,S,JB,2
1820,TR102,A,-54.62036096,158.857801,251.914658,2018-02-08T03:03:16Z,2.5,D,S,JB,2
1820,TR102,A,-54.62031101,158.857352,250.608383,2018-02-08T03:05:33Z,0.9,D,S,JB,2
1820,TR102,A,-54.62031998,158.857351,250.024307,2018-02-08T03:05:44Z,1.9,D,S,JB,2
1820,TR102,A,-54.62034898,158.85779,251.91098,2018-02-08T03:03:42Z,0,D,S,JB,2
1820,TR102,A,-54.62035803,158.857773,251.909119,2018-02-08T03:03:53Z,1.6,D,S,JB,2
1805,TR102,A,-54.62617096,158.870705,242.769882,2018-02-08T02:22:08Z,2.1,U,S,JB,2
1805,TR102,A,-54.62616996,158.870698,242.765686,2018-02-08T02:22:11Z,2.6,U,S,JB,2
1805,TR102,A,-54.626163,158.870704,243.77948,2018-02-08T02:22:25Z,1,U,S,JB,2
1805,TR102,A,-54.62614498,158.870697,244.261642,2018-02-08T02:23:32Z,0.9,U,S,JB,2
1805,TR102,A,-54.62617096,158.870693,243.236633,2018-02-08T02:22:15Z,3.6,U,S,JB,2
1805,TR102,A,-54.62616602,158.870699,243.77948,2018-02-08T02:22:21Z,1.4,U,S,JB,2
1805,TR102,A,-54.62606904,158.870448,247.621033,2018-02-08T02:29:08Z,1.7,U,S,JB,2
1805,TR102,A,-54.62602898,158.870404,248.146652,2018-02-08T02:29:22Z,0.7,U,S,JB,2
1805,TR102,A,-54.62611397,158.87056,247.038727,2018-02-08T02:24:27Z,3.4,U,S,JB,2
1805,TR102,A,-54.62607298,158.87045,247.366104,2018-02-08T02:29:05Z,1.8,U,S,JB,2
1811,TR102,A,-54.62131198,158.864101,309.60318,2018-02-08T02:45:18Z,1.4,U,S,JB,2
1860,TR102,A,-54.62073002,158.863427,333.020386,2018-02-08T02:49:55Z,0.7,D,S,JB,8
1805,TR102,A,-54.62602797,158.870407,248.14209,2018-02-08T02:29:24Z,1.4,U,S,JB,2
1870,TR102,A,-54.62398304,158.866594,259.773376,2018-02-08T02:36:06Z,1.3,U,S,JB,6
1990,TR107,A,-54.61106502,158.856393,256.957916,2018-02-08T06:25:45Z,0.4,U,S,JB,8
1990,TR107,A,-54.61106502,158.856389,256.957916,2018-02-08T06:26:37Z,1.6,U,S,JB,8
1990,TR107,A,-54.611062,158.856397,256.957611,2018-02-08T06:25:24Z,1.4,U,S,JB,8
1990,TR107,A,-54.61105999,158.856396,256.957611,2018-02-08T06:25:27Z,1.3,D,S,JB,8
1990,TR107,A,-54.61177002,158.856345,254.996338,2018-02-08T06:30:56Z,2.4,U,S,JB,8
1990,TR107,A,-54.61176901,158.856344,254.996338,2018-02-08T06:31:04Z,3.4,U,S,JB,8
1990,TR107,A,-54.61163901,158.85629,255.407959,2018-02-08T06:28:25Z,2.4,U,S,JB,8
1990,TR107,A,-54.61163599,158.856282,255.407959,2018-02-08T06:28:38Z,3.3,U,S,JB,8
1990,TR107,A,-54.61175904,158.856335,254.411331,2018-02-08T06:32:19Z,2.1,D,S,JB,8
1942,TR107,A,-54.61347003,158.856178,217.460831,2018-02-08T06:37:20Z,1.1,D,S,JB,5
1990,TR107,A,-54.611752,158.856338,256.023895,2018-02-08T06:31:19Z,5,U,S,JB,8
1990,TR107,A,-54.61175996,158.856337,256.286194,2018-02-08T06:31:42Z,1.8,U,S,JB,8
1943,TR107,A,-54.62101802,158.874614,212.154312,2018-02-08T07:06:13Z,1,F,S,JB,5
1943,TR107,A,-54.62104803,158.874639,210.585678,2018-02-08T07:06:49Z,1.9,F,S,JB,5
1942,TR107,A,-54.61347104,158.856167,216.465088,2018-02-08T06:37:30Z,0.2,D,S,JB,5
2029,TR107,A,-54.61501004,158.859985,240.734589,2018-02-08T06:44:09Z,0.5,D,S,JB,4
1990,TR107,A,-54.610689,158.856151,259.924591,2018-02-08T06:19:27Z,1,U,S,JB,8
1990,TR107,A,-54.61069303,158.856154,259.924591,2018-02-08T06:19:43Z,1.7,U,S,JB,8
1990,TR107,A,-54.61068699,158.856153,258.852875,2018-02-08T06:19:07Z,0.5,U,S,JB,8
1990,TR107,A,-54.61068699,158.856153,259.363068,2018-02-08T06:19:14Z,1,U,S,JB,8
1990,TR107,A,-54.61069403,158.856159,259.924591,2018-02-08T06:20:42Z,0.3,D,S,JB,8
1990,TR107,A,-54.61080601,158.856325,259.925354,2018-02-08T06:21:32Z,0.6,U,S,JB,8
1990,TR107,A,-54.61069303,158.856157,259.924591,2018-02-08T06:20:13Z,1.4,U,S,JB,8
1990,TR107,A,-54.61069596,158.856152,259.924591,2018-02-08T06:20:40Z,0.3,D,S,JB,8
1990,TR107,A,-54.61082999,158.856308,260.422394,2018-02-08T06:22:01Z,2.7,U,S,JB,8
1990,TR107,A,-54.61095303,158.85644,259.099335,2018-02-08T06:22:52Z,1.3,D,S,JB,8
1990,TR107,A,-54.61079998,158.856324,259.925354,2018-02-08T06:21:38Z,0.6,U,S,JB,8
1990,TR107,A,-54.61081197,158.856301,259.927032,2018-02-08T06:21:50Z,3.2,U,S,JB,8
1990,TR107,A,-54.61103601,158.85641,256.95697,2018-02-08T06:24:22Z,1.4,U,S,JB,8
1990,TR107,A,-54.61104699,158.856403,256.95697,2018-02-08T06:24:33Z,1.4,U,S,JB,8
1990,TR107,A,-54.61102302,158.856476,258.01001,2018-02-08T06:23:49Z,2.3,D,S,JB,8
1990,TR107,A,-54.61102403,158.856455,256.95575,2018-02-08T06:23:57Z,1.2,U,S,JB,8
1917,TR105,A,-54.609797,158.851221,216.522202,2018-02-08T05:15:06Z,2.8,F,S,JB,5
1933,TR106,A,-54.60966398,158.851599,221.368591,2018-02-08T05:48:41Z,0.7,F,S,JB,2
1917,TR105,A,-54.60983899,158.851167,215.949982,2018-02-08T05:14:00Z,1.3,F,S,JB,5
1917,TR105,A,-54.60983899,158.851188,215.951126,2018-02-08T05:14:15Z,0.4,F,S,JB,5
1933,TR106,A,-54.60966197,158.851647,221.396698,2018-02-08T05:51:11Z,0.2,F,S,JB,2
1933,TR106,A,-54.60967203,158.851606,221.370865,2018-02-08T05:48:58Z,0.3,F,S,JB,2
1933,TR106,A,-54.60967404,158.851611,221.373108,2018-02-08T05:49:19Z,0.3,F,S,JB,2
1934,TR106,A,-54.60966096,158.852816,229.528168,2018-02-08T05:54:16Z,2.5,F,S,JB,2
1934,TR106,A,-54.60960698,158.853231,230.148834,2018-02-08T05:55:40Z,0.2,U,S,JB,2
1934,TR106,A,-54.60966096,158.852819,229.528168,2018-02-08T05:54:14Z,2.6,F,S,JB,2
1934,TR106,A,-54.60960296,158.853239,230.148834,2018-02-08T05:56:28Z,3.7,U,S,JB,2
1934,TR106,A,-54.60960598,158.853244,228.879593,2018-02-08T05:57:51Z,1.3,D,S,JB,2
1934,TR106,A,-54.60960698,158.853231,230.148834,2018-02-08T05:55:59Z,3.3,U,S,JB,2
1934,TR106,A,-54.60960598,158.853232,230.148834,2018-02-08T05:56:25Z,3.2,U,S,JB,2
1917,TR105,A,-54.609869,158.850961,214.852234,2018-02-08T05:06:20Z,0.3,F,S,JB,5
1917,TR105,A,-54.60987302,158.850973,214.853256,2018-02-08T05:06:24Z,0.3,F,S,JB,5
1917,TR105,A,-54.60986498,158.850955,214.84993,2018-02-08T05:06:02Z,1.1,F,S,JB,5
1917,TR105,A,-54.609868,158.850958,214.852234,2018-02-08T05:06:12Z,0.3,F,S,JB,5
1917,TR105,A,-54.60984503,158.850942,214.857391,2018-02-08T05:07:01Z,3,F,S,JB,5
1917,TR105,A,-54.60984503,158.850944,214.857391,2018-02-08T05:07:09Z,3.5,F,S,JB,5
1917,TR105,A,-54.60984796,158.850951,214.856171,2018-02-08T05:06:36Z,2.2,F,S,JB,5
1917,TR105,A,-54.60984402,158.850935,214.856766,2018-02-08T05:06:50Z,3.2,F,S,JB,5
1917,TR105,A,-54.60987403,158.851022,214.861237,2018-02-08T05:08:55Z,1.7,F,S,JB,5
1917,TR105,A,-54.60987403,158.851047,214.863663,2018-02-08T05:09:12Z,2.3,F,S,JB,5
1917,TR105,A,-54.60984302,158.850967,214.85907,2018-02-08T05:07:45Z,2.6,F,S,JB,5
1917,TR105,A,-54.609855,158.851113,215.503311,2018-02-08T05:11:08Z,1.4,F,S,JB,5
1917,TR105,A,-54.60985199,158.851165,215.503494,2018-02-08T05:11:47Z,0.5,F,S,JB,5
1917,TR105,A,-54.60987202,158.851032,214.86496,2018-02-08T05:09:26Z,0.8,F,S,JB,5
1917,TR105,A,-54.60984302,158.851069,214.864731,2018-02-08T05:10:24Z,1.9,F,S,JB,5
116,TR110,A,-54.64138504,158.85142,221.195145,2018-02-09T00:11:32Z,2.2,F,S,JB,3
116,TR110,A,-54.641393,158.851403,220.727356,2018-02-09T00:11:45Z,1.1,F,S,JB,3
116,TR110,A,-54.64135998,158.851466,221.180283,2018-02-09T00:11:01Z,2,F,S,JB,3
116,TR110,A,-54.641378,158.851433,221.186722,2018-02-09T00:11:16Z,1.2,F,S,JB,3
2074,TR111,A,-54.64868098,158.864962,226.213699,2018-02-09T01:27:41Z,1,F,S,JB,2
116,TR110,A,-54.641392,158.851404,220.727356,2018-02-09T00:11:55Z,2.1,F,S,JB,3
116,TR110,A,-54.64138999,158.851401,220.727356,2018-02-09T00:11:58Z,1.3,F,S,JB,3
2074,TR111,A,-54.64880303,158.864957,226.220657,2018-02-09T01:28:32Z,2,F,S,JB,2
2074,TR111,A,-54.64923101,158.865041,230.309769,2018-02-09T01:29:34Z,1.5,F,S,JB,2
2074,TR111,A,-54.64868501,158.864986,226.214233,2018-02-09T01:27:49Z,0.1,F,S,JB,2
2074,TR111,A,-54.64868803,158.864975,226.214233,2018-02-09T01:27:59Z,1.1,F,S,JB,2
2074,TR111,A,-54.64927702,158.865008,230.317902,2018-02-09T01:30:12Z,2.3,F,S,JB,2
2074,TR111,A,-54.64926001,158.865067,229.031998,2018-02-09T01:30:35Z,2.1,D,S,JB,2
2074,TR111,A,-54.64926101,158.865028,230.314575,2018-02-09T01:29:46Z,1.2,F,S,JB,2
2074,TR111,A,-54.64926797,158.865038,230.31546,2018-02-09T01:30:02Z,0.6,F,S,JB,2
2068,TR109,A,-54.64067501,158.863324,230.757385,2018-02-08T23:36:46Z,0.8,D,S,JB,8
2068,TR109,A,-54.640674,158.863319,230.759552,2018-02-08T23:36:55Z,0.8,D,S,JB,8
2068,TR109,A,-54.64068096,158.863354,231.658905,2018-02-08T23:36:01Z,0.7,D,S,JB,8
2068,TR109,A,-54.64069303,158.863338,230.75708,2018-02-08T23:36:27Z,0.1,F,S,JB,8
2068,TR109,A,-54.64056998,158.862954,231.633224,2018-02-08T23:39:58Z,1.3,U,S,JB,8
2068,TR109,A,-54.64057099,158.862941,231.633224,2018-02-08T23:40:10Z,1.2,U,S,JB,8
2068,TR109,A,-54.64068004,158.863324,230.759552,2018-02-08T23:37:06Z,0.7,U,S,JB,8
2068,TR109,A,-54.64062204,158.863094,231.322922,2018-02-08T23:39:12Z,1,U,S,JB,8
2068,TR109,A,-54.64052397,158.8629,232.746094,2018-02-08T23:42:01Z,0.2,F,S,JB,8
2068,TR109,A,-54.64052598,158.862899,232.746094,2018-02-08T23:42:20Z,1.4,U,S,JB,8
2068,TR109,A,-54.64053897,158.862921,231.630737,2018-02-08T23:41:34Z,0.2,F,S,JB,8
2068,TR109,A,-54.64053897,158.862909,232.227982,2018-02-08T23:41:47Z,2,U,S,JB,8
116,TR110,A,-54.64135797,158.851525,221.170319,2018-02-09T00:10:37Z,2.6,F,S,JB,3
116,TR110,A,-54.641364,158.851498,221.172562,2018-02-09T00:10:45Z,2.5,F,S,JB,3
102,TR110,A,-54.640256,158.85864,218.978851,2018-02-09T00:02:02Z,0.3,F,S,JB,5
116,TR110,A,-54.64135,158.851518,221.167068,2018-02-09T00:10:24Z,1.5,F,S,JB,3
2068,TR109,A,-54.64073301,158.863422,230.42334,2018-02-08T23:29:59Z,2.4,U,S,JB,8
2068,TR109,A,-54.64069596,158.863461,229.888428,2018-02-08T23:31:31Z,4.1,U,S,JB,8
2041,TR108,A,-54.64305396,158.872029,230.245071,2018-02-08T22:57:30Z,2.4,U,S,JB,2
2066,TR109,A,-54.64164999,158.867192,243.717499,2018-02-08T23:24:40Z,4.5,U,S,JB,8
2068,TR109,A,-54.64071499,158.863387,231.160126,2018-02-08T23:32:44Z,0.4,D,S,JB,8
2068,TR109,A,-54.640702,158.863362,230.690155,2018-02-08T23:34:04Z,0.5,F,S,JB,8
2068,TR109,A,-54.64072103,158.863409,230.032288,2018-02-08T23:32:02Z,1.1,U,S,JB,8
2068,TR109,A,-54.64071801,158.863393,230.835251,2018-02-08T23:32:21Z,0,U,S,JB,8
2068,TR109,A,-54.64073201,158.863318,232.135391,2018-02-08T23:34:44Z,4.7,U,S,JB,8
2068,TR109,A,-54.64070602,158.863323,232.803879,2018-02-08T23:34:56Z,2.3,U,S,JB,8
2068,TR109,A,-54.64071298,158.86336,230.690781,2018-02-08T23:34:15Z,2.2,U,S,JB,8
2068,TR109,A,-54.64072203,158.863333,230.690918,2018-02-08T23:34:27Z,2.3,U,S,JB,8
2068,TR109,A,-54.64068599,158.863349,231.658905,2018-02-08T23:35:25Z,0.7,U,S,JB,8
2068,TR109,A,-54.64068599,158.863358,231.658905,2018-02-08T23:35:39Z,0.2,F,S,JB,8
2068,TR109,A,-54.64069102,158.863325,232.804932,2018-02-08T23:35:07Z,1.9,U,S,JB,8
2068,TR109,A,-54.64069102,158.863326,231.65863,2018-02-08T23:35:18Z,1.9,U,S,JB,8
1943,TR107,A,-54.62105297,158.874669,210.112366,2018-02-08T07:07:26Z,0.8,F,S,JB,5
1960,TR107,A,-54.62130301,158.875191,203.252151,2018-02-08T07:09:19Z,1.2,D,S,JB,2
1943,TR107,A,-54.62105398,158.874641,210.102249,2018-02-08T07:06:58Z,1.8,F,S,JB,5
1943,TR107,A,-54.62105901,158.874656,210.112366,2018-02-08T07:07:17Z,1.2,F,S,JB,5
2036,TR108,A,-54.64190497,158.882394,87.336021,2018-02-08T22:30:08Z,0.3,F,S,JB,5
2036,TR108,A,-54.64194202,158.882324,88.022285,2018-02-08T22:30:27Z,1.3,F,S,JB,5
1983,TR107,A,-54.623904,158.881721,144.587387,2018-02-08T07:30:56Z,2.4,D,S,JB,1
2035,TR108,A,-54.64187102,158.88423,95.560455,2018-02-08T22:27:26Z,2.1,F,S,JB,5
2036,TR108,A,-54.642126,158.880795,110.728157,2018-02-08T22:34:39Z,0.6,U,S,JB,5
2036,TR108,A,-54.64214101,158.880745,110.731659,2018-02-08T22:34:54Z,1.4,U,S,JB,5
2036,TR108,A,-54.64211896,158.880812,110.290581,2018-02-08T22:34:19Z,0.4,U,S,JB,5
2036,TR108,A,-54.642125,158.880808,110.728157,2018-02-08T22:34:32Z,0.2,U,S,JB,5
2044,TR108,A,-54.64228299,158.878972,149.570862,2018-02-08T22:43:19Z,1.1,U,S,JB,3
2038,TR108,A,-54.64283704,158.875994,183.659027,2018-02-08T22:48:37Z,5,U,S,JB,2
2049,TR108,A,-54.642197,158.879815,131.295273,2018-02-08T22:40:06Z,2.3,U,S,JB,1
2049,TR108,A,-54.64222902,158.879552,137.767471,2018-02-08T22:41:30Z,0,U,S,JB,1
2090,TR113,A,-54.64918298,158.839531,224.140701,2018-02-09T03:30:48Z,4.6,U,S,JB,5
2090,TR113,A,-54.64911601,158.839498,224.642487,2018-02-09T03:31:24Z,3.6,U,S,JB,5
2090,TR113,A,-54.64919002,158.839537,223.068497,2018-02-09T03:30:38Z,5.5,U,S,JB,5
2090,TR113,A,-54.64918298,158.839531,223.603256,2018-02-09T03:30:44Z,4.7,U,S,JB,5
2090,TR113,A,-54.649029,158.838928,224.683365,2018-02-09T03:33:48Z,2.3,D,S,JB,5
